season,week,Team,Elo_pregame
2023,5,Arizona State,1409.6856715482681
2023,6,Arizona State,1387.5671729056996
2023,8,Arizona State,1374.7442209638748
2023,9,Arizona State,1368.6550505299801
2023,10,Arizona State,1398.159487335647
2023,11,Arizona State,1378.4445891221867
2023,12,Arizona State,1417.0807853102046
2023,13,Arizona State,1402.6872734966778
2023,2,Arkansas,1500.0
2023,3,Arkansas,1528.3664994052733
2023,4,Arkansas,1501.1388298498184
2023,5,Arkansas,1490.5198822547015
2023,6,Arkansas,1467.1554274912746
2023,7,Arkansas,1453.7946781809196
2023,8,Arkansas,1446.877679247946
2023,10,Arkansas,1427.2477977430628
2023,11,Arkansas,1454.677336305505
2023,12,Arkansas,1414.9708756690068
2023,13,Arkansas,1439.8951799807255
2023,2,Arkansas State,1500.0
2023,4,Arkansas State,1455.8549651174735
2023,5,Arkansas State,1472.6965624084362
2023,6,Arkansas State,1495.3424385555081
2023,7,Arkansas State,1486.4196626148303
2023,8,Arkansas State,1461.0052627732289
2023,9,Arkansas State,1435.2273470996292
2023,10,Arkansas State,1462.855861191225
2023,11,Arkansas State,1479.049230387784
2023,12,Arkansas State,1456.6987032288532
2023,13,Arkansas State,1496.396270023045
2023,3,Army,1500.0
2023,4,Army,1528.2795665298029
2023,6,Army,1507.8274116568116
2023,7,Army,1489.4657214178144
2023,8,Army,1456.963329258682
2023,9,Army,1435.8841953599085
2023,10,Army,1403.2871824828965
2023,11,Army,1425.1218692414966
2023,12,Army,1457.6801167921612
2023,13,Army,1485.872592209882
2023,2,Auburn,1500.0
2023,4,Auburn,1560.349903295775
2023,5,Auburn,1529.32982364593
2023,7,Auburn,1505.766431642788
2023,8,Auburn,1481.5076600277405
2023,9,Auburn,1460.7105035199827
2023,10,Auburn,1486.5802841652578
2023,11,Auburn,1499.3723617544879
2023,12,Auburn,1553.8059895519045
2023,13,Auburn,1520.6519919099244
2023,14,Auburn,1510.1123934785307
2023,3,BYU,1500.0
2023,4,BYU,1527.227669555455
2023,5,BYU,1506.2390661588458
2023,7,BYU,1523.0643082625395
2023,8,BYU,1489.8353920372795
2023,9,BYU,1511.163146879017
2023,10,BYU,1468.251012848304
2023,11,BYU,1443.4315766661475
2023,12,BYU,1407.8279554834692
2023,13,BYU,1385.0926793010083
2023,2,Ball State,1500.0
2023,4,Ball State,1465.9728025320824
2023,5,Ball State,1423.1551799816928
2023,6,Ball State,1396.3757276490805
2023,7,Ball State,1373.7924422500446
2023,8,Ball State,1360.4407946904985
2023,9,Ball State,1386.0884202615919
2023,10,Ball State,1378.1077901899084
2023,11,Ball State,1399.5329759229348
2023,12,Ball State,1420.970681228722
2023,2,Baylor,1500.0
2023,4,Baylor,1474.1805815335067
2023,5,Baylor,1438.9451338938948
2023,6,Baylor,1448.3746117464302
2023,8,Baylor,1411.197712755135
2023,9,Baylor,1428.453393036988
2023,10,Baylor,1394.197509127627
2023,11,Baylor,1372.3812822388688
2023,12,Baylor,1339.0959809698616
2023,13,Baylor,1312.4819645326254
2023,2,Boise State,1500.0
2023,4,Boise State,1486.3590633133936
2023,5,Boise State,1497.263873366123
2023,7,Boise State,1498.7629051343324
2023,9,Boise State,1509.117868021842
2023,10,Boise State,1538.058628008409
2023,11,Boise State,1523.2871388879946
2023,12,Boise State,1541.9520062148417
2023,13,Boise State,1582.8423516773248
2023,14,Boise State,1598.950486717532
2023,3,Boston College,1500.0
2023,4,Boston College,1487.3667025633065
2023,5,Boston College,1460.8525778682117
2023,6,Boston College,1472.8431960318815
2023,8,Boston College,1491.2048862708787
2023,9,Boston College,1528.1043447030002
2023,10,Boston College,1563.9958720921893
2023,11,Boston College,1534.710813095909
2023,12,Boston College,1493.5391274556598
2023,13,Boston College,1463.2460151124978
2023,14,Boston College,1426.2536869244816
2023,3,Bowling Green,1500.0
2023,4,Bowling Green,1473.8201736391286
2023,5,Bowling Green,1440.2268827637943
2023,6,Bowling Green,1457.2578246277747
2023,7,Bowling Green,1441.5715480861804
2023,8,Bowling Green,1474.6488709310804
2023,9,Bowling Green,1494.230731023101
2023,10,Bowling Green,1502.2113610947845
2023,11,Bowling Green,1526.5900251090434
2023,12,Bowling Green,1520.1946131564187
2023,13,Bowling Green,1552.3936351043542
2023,3,Buffalo,1500.0
2023,4,Buffalo,1462.6573339189665
2023,5,Buffalo,1447.605465661997
2023,6,Buffalo,1471.1988152107926
2023,7,Buffalo,1501.6530374218637
2023,8,Buffalo,1468.5757145769637
2023,9,Buffalo,1496.8032474205784
2023,10,Buffalo,1479.7098117409275
2023,11,Buffalo,1453.6555727010448
2023,12,Buffalo,1428.4872241444732
2023,2,California,1500.0
2023,4,California,1481.7460175561268
2023,5,California,1461.062499144389
2023,6,California,1470.7679914856315
2023,7,California,1447.7869949492938
2023,9,California,1427.6212514084052
2023,10,California,1422.8738277776504
2023,11,California,1408.7494704672304
2023,12,California,1451.0840933132488
2023,13,California,1471.9662766574586
2023,3,Central Michigan,1500.0
2023,4,Central Michigan,1468.7689248122374
2023,5,Central Michigan,1472.700898990178
2023,6,Central Michigan,1483.2143993857799
2023,7,Central Michigan,1452.7601771747088
2023,8,Central Michigan,1467.0963479661123
2023,9,Central Michigan,1441.4487223950189
2023,10,Central Michigan,1465.862874545626
2023,11,Central Michigan,1441.7949830747937
2023,12,Central Michigan,1424.5011230097552
2023,2,Charlotte,1500.0
2023,3,Charlotte,1473.3619580201848
2023,4,Charlotte,1442.7792329061174
2023,5,Charlotte,1424.7660912363872
2023,7,Charlotte,1403.6290616646652
2023,8,Charlotte,1391.7487463814448
2023,9,Charlotte,1386.4188376838429
2023,10,Charlotte,1390.2883424930621
2023,11,Charlotte,1406.0436993413846
2023,12,Charlotte,1363.9976097947206
2023,13,Charlotte,1336.492745343691
2023,2,Cincinnati,1500.0
2023,3,Cincinnati,1524.1614238388584
2023,4,Cincinnati,1491.1736931398398
2023,5,Cincinnati,1463.8979544960753
2023,7,Cincinnati,1447.0727123923816
2023,8,Cincinnati,1412.451335138196
2023,9,Cincinnati,1380.8281951906265
2023,10,Cincinnati,1364.4845041124588
2023,11,Cincinnati,1386.5003564686976
2023,12,Cincinnati,1397.6345482478412
2023,13,Cincinnati,1379.2544521622044
2023,3,Clemson,1500.0
2023,4,Clemson,1526.943507539163
2023,5,Clemson,1493.6231781792944
2023,6,Clemson,1535.4694027157893
2023,8,Clemson,1567.604320688186
2023,9,Clemson,1536.5225446537752
2023,10,Clemson,1508.875487115173
2023,11,Clemson,1536.3990689398715
2023,12,Clemson,1590.1944923645315
2023,13,Clemson,1611.402532759878
2023,14,Clemson,1634.5564207239347
2023,2,Coastal Carolina,1500.0
2023,3,Coastal Carolina,1524.4994565860657
2023,4,Coastal Carolina,1549.5564798980288
2023,5,Coastal Carolina,1517.77800274604
2023,7,Coastal Carolina,1497.4259524568051
2023,8,Coastal Carolina,1522.8403522984065
2023,9,Coastal Carolina,1572.3397303330635
2023,10,Coastal Carolina,1608.272010341148
2023,11,Coastal Carolina,1634.415169528776
2023,12,Coastal Carolina,1616.7182858135827
2023,13,Coastal Carolina,1550.9924793766847
2023,2,Colorado,1500.0
2023,3,Colorado,1528.3664994052733
2023,4,Colorado,1552.4021412334055
2023,5,Colorado,1523.2643033155211
2023,6,Colorado,1504.4752791483475
2023,7,Colorado,1480.4135437395369
2023,9,Colorado,1456.0494382188954
2023,10,Colorado,1443.9869789287038
2023,11,Colorado,1428.931987467316
2023,12,Colorado,1418.6965924124818
2023,13,Colorado,1379.8475665917288
2023,3,Colorado State,1500.0
2023,4,Colorado State,1475.9643581718678
2023,6,Colorado State,1503.7538558112458
2023,7,Colorado State,1471.555521839642
2023,8,Colorado State,1478.9255374600923
2023,9,Colorado State,1472.869145839665
2023,10,Colorado State,1453.5715809199683
2023,11,Colorado State,1434.4192637002966
2023,12,Colorado State,1441.0413130119027
2023,13,Colorado State,1464.2090262955387
2023,3,Duke,1500.0
2023,4,Duke,1535.989501316876
2023,5,Duke,1570.430475243453
2023,6,Duke,1543.6779105881121
2023,7,Duke,1523.416778083946
2023,8,Duke,1547.5741192066557
2023,9,Duke,1527.9537045475588
2023,10,Duke,1503.9717561115156
2023,11,Duke,1526.9253962342254
2023,12,Duke,1515.2914024622028
2023,13,Duke,1498.173505053475
2023,14,Duke,1510.266567960632
2023,2,East Carolina,1500.0
2023,5,East Carolina,1463.4403273050232
2023,6,East Carolina,1446.1272464862393
2023,7,East Carolina,1412.425866532473
2023,8,East Carolina,1393.9333302586754
2023,9,East Carolina,1362.8605267711341
2023,10,East Carolina,1345.702582387193
2023,11,East Carolina,1383.8883126460353
2023,12,East Carolina,1395.134667284986
2023,2,Eastern Michigan,1500.0
2023,3,Eastern Michigan,1472.8979127678138
2023,4,Eastern Michigan,1480.531951500054
2023,5,Eastern Michigan,1452.3748714575597
2023,6,Eastern Michigan,1417.495073674539
2023,7,Eastern Michigan,1440.078359073575
2023,8,Eastern Michigan,1460.55517721356
2023,9,Eastern Michigan,1447.145129535236
2023,10,Eastern Michigan,1403.1858543241033
2023,11,Eastern Michigan,1392.0342481283496
2023,12,Eastern Michigan,1406.9449766699493
2023,13,Eastern Michigan,1441.080867399048
2023,3,Florida,1500.0
2023,4,Florida,1523.8752850477924
2023,5,Florida,1541.8884267175226
2023,6,Florida,1517.7865543997395
2023,7,Florida,1530.5952085030478
2023,9,Florida,1556.7876944054206
2023,10,Florida,1531.5602015061663
2023,11,Florida,1504.1306629437242
2023,12,Florida,1485.657229832182
2023,13,Florida,1480.032400674963
2023,2,Florida Atlantic,1500.0
2023,3,Florida Atlantic,1474.1805815335067
2023,4,Florida Atlantic,1428.1852972017675
2023,6,Florida Atlantic,1411.5694259452418
2023,7,Florida Atlantic,1427.3545603931316
2023,8,Florida Atlantic,1480.7856904436956
2023,9,Florida Atlantic,1442.4312013063575
2023,10,Florida Atlantic,1476.8053213786934
2023,11,Florida Atlantic,1421.5682489122137
2023,12,Florida Atlantic,1372.033212534075
2023,13,Florida Atlantic,1350.844074924032
2023,2,Florida International,1500.0
2023,3,Florida International,1522.8634644746262
2023,4,Florida International,1560.1139467382543
2023,5,Florida International,1525.295974976468
2023,6,Florida International,1492.276633187926
2023,7,Florida International,1465.8591966323231
2023,8,Florida International,1425.185154070278
2023,9,Florida International,1453.7759328421996
2023,10,Florida International,1425.0600322474334
2023,11,Florida International,1407.241947707336
2023,12,Florida International,1375.3505371432968
2023,13,Florida International,1333.8587503612937
2023,2,Florida State,1500.0
2023,3,Florida State,1536.0879356784203
2023,4,Florida State,1548.7212331151138
2023,6,Florida State,1582.0415624749824
2023,7,Florida State,1599.292593701927
2023,8,Florida State,1622.8588926747598
2023,9,Florida State,1642.4793073338567
2023,10,Florida State,1688.2967222536977
2023,11,Florida State,1699.0975434875386
2023,13,Florida State,1708.112738630329
2023,14,Florida State,1720.7767348424463
2023,15,Florida State,1740.2764109335596
2023,3,Fresno State,1500.0
2023,4,Fresno State,1539.48705836399
2023,5,Fresno State,1565.5243846035014
2023,6,Fresno State,1579.9076088682034
2023,7,Fresno State,1558.8455180465692
2023,9,Fresno State,1577.8193554930995
2023,10,Fresno State,1598.422475950791
2023,12,Fresno State,1613.1939650712054
2023,13,Fresno State,1537.5381820031203
2023,14,Fresno State,1492.623451848872
2023,2,Georgia,1500.0
2023,3,Georgia,1534.0271974679176
2023,4,Georgia,1553.0207508166209
2023,5,Georgia,1571.8149310831568
2023,6,Georgia,1595.378323086299
2023,7,Georgia,1628.6176258170299
2023,8,Georgia,1636.0667961859924
2023,9,Georgia,1645.2802667667745
2023,10,Georgia,1670.5077596660287
2023,11,Georgia,1686.5157851121135
2023,12,Georgia,1710.387783931824
2023,13,Georgia,1735.5694031421117
2023,14,Georgia,1750.6573701109521
2023,15,Georgia,1733.0940366376935
2023,2,Georgia Southern,1500.0
2023,3,Georgia Southern,1524.4994565860657
2023,4,Georgia Southern,1491.5886687261657
2023,5,Georgia Southern,1534.4062912765553
2023,7,Georgia Southern,1554.7583415657903
2023,8,Georgia Southern,1525.1953033066095
2023,9,Georgia Southern,1538.7829792863085
2023,10,Georgia Southern,1570.1785368405945
2023,11,Georgia Southern,1533.6634260570222
2023,12,Georgia Southern,1512.060689002038
2023,14,Georgia Southern,1492.6007003658597
2023,2,Georgia State,1500.0
2023,3,Georgia State,1533.9860187965794
2023,4,Georgia State,1564.5687439106468
2023,5,Georgia State,1596.3472210626355
2023,7,Georgia State,1549.8608206436747
2023,8,Georgia State,1574.6682353452209
2023,9,Georgia State,1590.0153500403155
2023,10,Georgia State,1558.6197924860296
2023,12,Georgia State,1522.913691342702
2023,13,Georgia State,1498.8416727980325
2023,14,Georgia State,1491.616079048504
2023,3,Georgia Tech,1500.0
2023,4,Georgia Tech,1474.3863598872585
2023,5,Georgia Tech,1547.4597301168862
2023,6,Georgia Tech,1510.0555118676166
2023,8,Georgia Tech,1528.9999383902548
2023,9,Georgia Tech,1492.1004799581333
2023,10,Georgia Tech,1511.2952002472862
2023,11,Georgia Tech,1547.67503076634
2023,12,Georgia Tech,1542.8632003383443
2023,13,Georgia Tech,1557.250136860695
2023,14,Georgia Tech,1542.1621698918545
2023,2,Hawai'i,1500.0
2023,3,Hawai'i,1467.2321033389771
2023,4,Hawai'i,1439.9988592370687
2023,5,Hawai'i,1412.7041164541715
2023,6,Hawai'i,1410.73617833538
2023,8,Hawai'i,1390.5782882367585
2023,9,Hawai'i,1339.7636854532077
2023,10,Hawai'i,1316.1118804346906
2023,11,Hawai'i,1335.5836594005466
2023,12,Hawai'i,1413.161866865115
2023,13,Hawai'i,1421.8164862754
2023,2,Houston,1500.0
2023,3,Houston,1486.5823035772182
2023,4,Houston,1448.1853511555262
2023,5,Houston,1482.611375562942
2023,6,Houston,1451.9055803956933
2023,7,Houston,1465.333840207273
2023,8,Houston,1448.195464528364
2023,9,Houston,1422.7793794839047
2023,10,Houston,1432.4292425136234
2023,11,Houston,1408.5698762820066
2023,12,Houston,1360.1692334231225
2023,2,Illinois,1500.0
2023,3,Illinois,1477.519300579388
2023,4,Illinois,1443.2643452215334
2023,5,Illinois,1459.880216478059
2023,6,Illinois,1429.873539227258
2023,7,Illinois,1402.366954666633
2023,8,Illinois,1424.0938735659108
2023,10,Illinois,1409.8270621656616
2023,11,Illinois,1419.9165589912361
2023,12,Illinois,1438.036297462563
2023,13,Illinois,1433.0380769267638
2023,3,Indiana,1500.0
2023,4,Indiana,1477.1365355253738
2023,5,Indiana,1490.1135746157245
2023,7,Indiana,1469.5851768314
2023,8,Indiana,1454.7366059639683
2023,9,Indiana,1423.1834362440238
2023,10,Indiana,1413.8880366266535
2023,11,Indiana,1438.2473348121723
2023,12,Indiana,1420.1275963408455
2023,13,Indiana,1401.714093504327
2023,2,Iowa,1500.0
2023,3,Iowa,1525.8194184664933
2023,4,Iowa,1550.514709180288
2023,5,Iowa,1517.2113838531548
2023,6,Iowa,1532.2879593717848
2023,7,Iowa,1546.896248383456
2023,8,Iowa,1576.7259970169255
2023,10,Iowa,1560.702843832716
2023,11,Iowa,1573.238257198985
2023,12,Iowa,1596.0718754987101
2023,13,Iowa,1601.0700960345093
2023,14,Iowa,1613.7309053286274
2023,2,Iowa State,1500.0
2023,3,Iowa State,1474.1805815335067
2023,4,Iowa State,1462.3713518826082
2023,5,Iowa State,1475.2072660506228
2023,6,Iowa State,1456.823240827519
2023,7,Iowa State,1488.0329490385311
2023,9,Iowa State,1522.6543262927166
2023,10,Iowa State,1547.260347172359
2023,11,Iowa State,1520.98323109946
2023,12,Iowa State,1556.5868522821384
2023,13,Iowa State,1568.5503338030776
2023,2,Jacksonville State,1500.0
2023,3,Jacksonville State,1475.5005434139343
2023,4,Jacksonville State,1450.4435201019712
2023,5,Jacksonville State,1487.5936652026255
2023,6,Jacksonville State,1541.028819881567
2023,7,Jacksonville State,1558.8091167706502
2023,8,Jacksonville State,1587.9695742032934
2023,9,Jacksonville State,1561.191240420229
2023,10,Jacksonville State,1599.3629394394397
2023,11,Jacksonville State,1583.1529726324725
2023,13,Jacksonville State,1549.7560212718522
2023,14,Jacksonville State,1549.6525349588205
2023,2,James Madison,1500.0
2023,3,James Madison,1508.6064728221645
2023,4,James Madison,1521.1452163234142
2023,5,James Madison,1544.5600582216916
2023,7,James Madison,1562.6454873483535
2023,8,James Madison,1592.2085256075343
2023,9,James Madison,1617.2129549875149
2023,10,James Madison,1624.4837231298736
2023,11,James Madison,1660.1898242732013
2023,12,James Madison,1671.7850136827715
2023,13,James Madison,1709.3183447019487
2023,14,James Madison,1731.450157375409
2023,2,Kansas,1500.0
2023,3,Kansas,1522.480699420612
2023,4,Kansas,1545.0958054749397
2023,5,Kansas,1566.0844088715487
2023,6,Kansas,1538.8920913218037
2023,7,Kansas,1539.52441045936
2023,9,Kansas,1515.3685754357018
2023,10,Kansas,1538.2374492058477
2023,11,Kansas,1545.7609914490695
2023,12,Kansas,1514.9724619825429
2023,13,Kansas,1501.8407381346512
2023,14,Kansas,1532.2446541680565
2023,2,Kansas State,1500.0
2023,3,Kansas State,1530.7702891027486
2023,4,Kansas State,1517.4513808867987
2023,5,Kansas State,1540.9844762590274
2023,6,Kansas State,1515.719365986251
2023,7,Kansas State,1548.2276062514188
2023,8,Kansas State,1608.8980244296336
2023,9,Kansas State,1651.2424106105668
2023,10,Kansas State,1630.447092995802
2023,11,Kansas State,1626.932212877358
2023,12,Kansas State,1651.6064894646543
2023,13,Kansas State,1633.4413561625336
2023,2,Kent State,1500.0
2023,4,Kent State,1471.6335005947267
2023,5,Kent State,1445.5961743552152
2023,6,Kent State,1420.8846754923686
2023,7,Kent State,1404.9666829955788
2023,8,Kent State,1374.1903752549135
2023,9,Kent State,1345.9628424112989
2023,10,Kent State,1331.7026282432544
2023,11,Kent State,1307.3239642289955
2023,12,Kent State,1285.8862589232083
2023,3,Kentucky,1500.0
2023,4,Kentucky,1531.6325506706382
2023,5,Kentucky,1551.1488968508115
2023,6,Kentucky,1596.1408508266948
2023,7,Kentucky,1562.9015480959638
2023,9,Kentucky,1526.2369745773133
2023,10,Kentucky,1502.4940412877227
2023,11,Kentucky,1536.65970967365
2023,12,Kentucky,1505.8860092242744
2023,13,Kentucky,1493.9271733916435
2023,14,Kentucky,1526.6963870922661
2023,3,LSU,1500.0
2023,4,LSU,1543.401779776857
2023,5,LSU,1554.0207273719739
2023,6,LSU,1534.9045998570527
2023,7,LSU,1567.4386134040294
2023,8,LSU,1591.6973850190768
2023,10,LSU,1612.7765189178504
2023,11,LSU,1588.9540375054523
2023,12,LSU,1607.4274706169945
2023,13,LSU,1631.4994891616639
2023,14,LSU,1648.274887626698
2023,2,Liberty,1500.0
2023,3,Liberty,1525.6317948956469
2023,4,Liberty,1588.9687802489836
2023,5,Liberty,1623.78675201077
2023,6,Liberty,1661.9973867318852
2023,7,Liberty,1691.6147457685759
2023,8,Liberty,1696.5755464306096
2023,9,Liberty,1744.319728719629
2023,10,Liberty,1748.268341951678
2023,11,Liberty,1755.950170832846
2023,12,Liberty,1773.0493128744104
2023,13,Liberty,1776.2772919818447
2023,14,Liberty,1798.7947387405054
2023,2,Louisiana,1500.0
2023,3,Louisiana,1481.1875024499504
2023,4,Louisiana,1518.5611981835941
2023,5,Louisiana,1533.6130664405637
2023,6,Louisiana,1506.6327685595675
2023,8,Louisiana,1522.31971351295
2023,9,Louisiana,1543.1382290547842
2023,10,Louisiana,1570.583416918807
2023,11,Louisiana,1506.7635072288017
2023,12,Louisiana,1480.4755599907583
2023,13,Louisiana,1471.9011422360863
2023,14,Louisiana,1486.364439137443
2023,2,Louisiana Tech,1500.0
2023,3,Louisiana Tech,1464.608452993271
2023,4,Louisiana Tech,1449.2420392416318
2023,5,Louisiana Tech,1414.606716023154
2023,6,Louisiana Tech,1394.7416816474927
2023,7,Louisiana Tech,1406.0665109086688
2023,8,Louisiana Tech,1366.3434897676568
2023,9,Louisiana Tech,1345.1278985461379
2023,10,Louisiana Tech,1334.6591561045282
2023,11,Louisiana Tech,1326.860030656585
2023,12,Louisiana Tech,1291.5494492493954
2023,13,Louisiana Tech,1260.7038635006
2023,3,Louisville,1500.0
2023,4,Louisville,1522.8634644746262
2023,5,Louisville,1549.377589169721
2023,6,Louisville,1561.5932180347213
2023,7,Louisville,1588.9218625547023
2023,9,Louisville,1573.8576071353696
2023,10,Louisville,1628.5514281299183
2023,11,Louisville,1647.279905404516
2023,12,Louisville,1653.763480029096
2023,13,Louisville,1671.0736538214046
2023,14,Louisville,1638.304440120782
2023,2,Marshall,1500.0
2023,4,Marshall,1536.5596726949768
2023,5,Marshall,1549.898352530277
2023,6,Marshall,1563.5660211619413
2023,7,Marshall,1536.10147729044
2023,8,Marshall,1511.294062588894
2023,9,Marshall,1462.568170847856
2023,11,Marshall,1438.0782059490612
2023,12,Marshall,1434.5533454972372
2023,13,Marshall,1408.928677994142
2023,14,Marshall,1441.0192798631629
2023,2,Maryland,1500.0
2023,3,Maryland,1526.6380419798152
2023,4,Maryland,1553.1792476360727
2023,5,Maryland,1583.2311840989782
2023,6,Maryland,1603.7595818833026
2023,7,Maryland,1572.7151186481472
2023,9,Maryland,1550.9881997488694
2023,10,Maryland,1528.9404771760703
2023,11,Maryland,1493.2340867123007
2023,12,Maryland,1512.059556192779
2023,13,Maryland,1499.8930703611506
2023,14,Maryland,1534.9669726292932
2023,2,Massachusetts,1500.0
2023,3,Massachusetts,1432.8539419263266
2023,4,Massachusetts,1399.717521510706
2023,5,Massachusetts,1373.5655420657258
2023,6,Massachusetts,1332.410191354962
2023,7,Massachusetts,1296.8959619724492
2023,8,Massachusetts,1275.101372968962
2023,9,Massachusetts,1265.288568542575
2023,10,Massachusetts,1297.885581419587
2023,11,Massachusetts,1326.1397091155766
2023,13,Massachusetts,1323.0464439219606
2023,2,Memphis,1500.0
2023,3,Memphis,1544.1450348825265
2023,4,Memphis,1556.3783502368492
2023,5,Memphis,1545.037377123805
2023,6,Memphis,1555.9594544226725
2023,7,Memphis,1524.0003055291552
2023,8,Memphis,1548.0036673978875
2023,9,Memphis,1582.3450453614532
2023,10,Memphis,1605.8993690933955
2023,11,Memphis,1632.7533744921332
2023,12,Memphis,1627.0974218134306
2023,13,Memphis,1637.4291700640745
2023,2,Miami,1500.0
2023,4,Miami,1525.0833300667327
2023,6,Miami,1564.0783469208861
2023,7,Miami,1545.133920398248
2023,8,Miami,1526.9300577929234
2023,9,Miami,1558.0118338273342
2023,10,Miami,1569.4099825025985
2023,11,Miami,1531.2060019230387
2023,12,Miami,1522.1908067802483
2023,13,Miami,1504.8806329879396
2023,14,Miami,1541.8729611759559
2023,2,Miami (OH),1500.0
2023,3,Miami (OH),1525.0501372217716
2023,5,Miami (OH),1583.5402496041704
2023,6,Miami (OH),1608.251748467017
2023,7,Miami (OH),1623.9380250086112
2023,8,Miami (OH),1640.353087364458
2023,9,Miami (OH),1618.1741321893116
2023,10,Miami (OH),1645.5028116437516
2023,11,Miami (OH),1679.1230223269229
2023,12,Miami (OH),1686.925704050623
2023,13,Miami (OH),1691.9747130447383
2023,2,Michigan,1500.0
2023,3,Michigan,1530.4635851896749
2023,4,Michigan,1556.6434115505463
2023,5,Michigan,1585.2987878262377
2023,6,Michigan,1626.7529111674805
2023,7,Michigan,1659.8523996808638
2023,8,Michigan,1674.7009705482956
2023,10,Michigan,1692.3492503078326
2023,11,Michigan,1701.0416536145174
2023,12,Michigan,1726.640829678261
2023,13,Michigan,1738.8073155098893
2023,14,Michigan,1755.1280736301508
2023,15,Michigan,1772.423748645353
2023,16,Michigan,1796.441119799739
2023,3,Michigan State,1500.0
2023,4,Michigan State,1458.728359084471
2023,5,Michigan State,1428.6764226215655
2023,7,Michigan State,1413.5998471029354
2023,8,Michigan State,1404.9302082667828
2023,9,Michigan State,1387.2819285072458
2023,10,Michigan State,1371.0999036211233
2023,11,Michigan State,1390.8373825816711
2023,12,Michigan State,1383.4917674163678
2023,13,Michigan State,1401.9052702528863
2023,2,Middle Tennessee,1500.0
2023,4,Middle Tennessee,1485.4395778011801
2023,5,Middle Tennessee,1457.6500801618022
2023,6,Middle Tennessee,1428.982948562195
2023,7,Middle Tennessee,1405.7854619246157
2023,8,Middle Tennessee,1403.7622863036506
2023,10,Middle Tennessee,1418.8473618901996
2023,11,Middle Tennessee,1409.4992962231026
2023,12,Middle Tennessee,1441.3907067871419
2023,13,Middle Tennessee,1450.1149113623464
2023,2,Minnesota,1500.0
2023,3,Minnesota,1527.1020872321862
2023,4,Minnesota,1497.6814767158444
2023,5,Minnesota,1482.5024293540762
2023,6,Minnesota,1509.4827272350724
2023,8,Minnesota,1476.3832387216892
2023,9,Minnesota,1492.4063919058985
2023,10,Minnesota,1508.588416792021
2023,11,Minnesota,1498.4989199664465
2023,12,Minnesota,1463.3325107622463
2023,13,Minnesota,1452.9647219848325
2023,2,Mississippi State,1500.0
2023,3,Mississippi State,1525.3968716925667
2023,4,Mississippi State,1481.9950919157097
2023,5,Mississippi State,1463.1123521533655
2023,6,Mississippi State,1430.1748686567228
2023,8,Mississippi State,1455.7282934895604
2023,9,Mississippi State,1475.3581749944435
2023,10,Mississippi State,1449.4883943491684
2023,11,Mississippi State,1415.322725963241
2023,12,Mississippi State,1433.7736128825284
2023,13,Mississippi State,1460.4593303563186
2023,2,Missouri,1500.0
2023,3,Missouri,1514.5604221988199
2023,4,Missouri,1527.8793304147698
2023,5,Missouri,1553.0416680705132
2023,6,Missouri,1567.7949245790428
2023,7,Missouri,1551.869037459502
2023,8,Missouri,1588.5336109781524
2023,10,Missouri,1605.075842306072
2023,11,Missouri,1589.0678168599873
2023,12,Missouri,1619.0554045315498
2023,13,Missouri,1624.680233688769
2023,14,Missouri,1648.4228727173024
2023,2,NC State,1500.0
2023,3,NC State,1525.6317948956469
2023,4,NC State,1505.8605437952092
2023,5,NC State,1487.4474594123437
2023,6,NC State,1475.2318305473434
2023,7,NC State,1486.0734740596936
2023,8,NC State,1428.9650287044265
2023,9,NC State,1444.3153844445164
2023,10,NC State,1451.208068162419
2023,11,NC State,1477.2733947075221
2023,12,NC State,1473.4330125917
2023,13,NC State,1445.096181305658
2023,3,Navy,1500.0
2023,4,Navy,1487.7666846456773
2023,5,Navy,1473.945320102978
2023,6,Navy,1446.0209891680984
2023,7,Navy,1436.0562128603058
2023,8,Navy,1480.8772649450864
2023,9,Navy,1484.9450436628463
2023,10,Navy,1466.0344232011296
2023,11,Navy,1429.4264560366473
2023,12,Navy,1454.7741288328316
2023,13,Navy,1459.0931533737669
2023,14,Navy,1443.2252743495599
2023,2,Nebraska,1500.0
2023,3,Nebraska,1471.6335005947267
2023,4,Nebraska,1503.9410627356058
2023,5,Nebraska,1522.327863304001
2023,6,Nebraska,1500.7387743384195
2023,8,Nebraska,1528.2453588990445
2023,9,Nebraska,1546.1606018566104
2023,10,Nebraska,1563.0204847567481
2023,11,Nebraska,1543.2830057962003
2023,12,Nebraska,1524.457536315722
2023,13,Nebraska,1493.5822983542841
2023,2,Nevada,1500.0
2023,3,Nevada,1464.0811701605505
2023,4,Nevada,1441.4660641062228
2023,5,Nevada,1422.2329422334192
2023,7,Nevada,1407.8497179687172
2023,8,Nevada,1386.677316885259
2023,9,Nevada,1407.0546427114152
2023,10,Nevada,1452.8556301007566
2023,11,Nevada,1411.9225626058899
2023,12,Nevada,1361.1513866777136
2023,13,Nevada,1346.0351261712005
2023,3,New Mexico,1500.0
2023,4,New Mexico,1467.355324676243
2023,5,New Mexico,1459.3305562398623
2023,8,New Mexico,1456.792398791844
2023,9,New Mexico,1437.288746873038
2023,10,New Mexico,1436.518669339796
2023,11,New Mexico,1406.8955726369593
2023,12,New Mexico,1388.2307053101122
2023,13,New Mexico,1423.0420580877246
2023,2,New Mexico State,1500.0
2023,3,New Mexico State,1474.3682051043531
