season,week,Team,Elo_pregame
2021,2,Air Force,1500.0
2021,3,Air Force,1537.8023605254648
2021,4,Air Force,1516.3826234914984
2021,5,Air Force,1547.2000409748166
2021,6,Air Force,1579.9293217301445
2021,7,Air Force,1600.0512133508955
2021,8,Air Force,1625.2445664319139
2021,10,Air Force,1600.5302302212983
2021,11,Air Force,1560.7177728491051
2021,12,Air Force,1588.4570147735797
2021,13,Air Force,1606.4392898146505
2021,14,Air Force,1619.8329077385881
2021,2,Akron,1500.0
2021,4,Akron,1461.6200229718972
2021,5,Akron,1431.251583359537
2021,6,Akron,1395.8734252038996
2021,7,Akron,1435.6078577086025
2021,8,Akron,1415.8211884472228
2021,9,Akron,1370.7472315645086
2021,10,Akron,1354.196905674536
2021,11,Akron,1344.6732345263506
2021,12,Akron,1314.3558282739327
2021,3,Alabama,1500.0
2021,4,Alabama,1514.6491302752647
2021,5,Alabama,1543.894451041044
2021,6,Alabama,1570.7817276986843
2021,7,Alabama,1555.0650373064145
2021,8,Alabama,1597.6885532210308
2021,10,Alabama,1618.2697578661118
2021,11,Alabama,1628.2098400994353
2021,12,Alabama,1635.4990690495874
2021,13,Alabama,1656.7915873617553
2021,14,Alabama,1667.4643372062249
2021,15,Alabama,1704.871979506014
2021,16,Alabama,1744.029476832145
2021,2,Arizona,1500.0
2021,4,Arizona,1462.6736675310092
2021,6,Arizona,1442.6327118170086
2021,7,Arizona,1410.0649654180588
2021,8,Arizona,1357.4186805091133
2021,9,Arizona,1341.9092948428772
2021,10,Arizona,1363.708830090054
2021,11,Arizona,1391.3596270332544
2021,12,Arizona,1379.5275054774181
2021,13,Arizona,1361.9477569734686
2021,2,Arizona State,1500.0
2021,3,Arizona State,1530.1461175644756
2021,4,Arizona State,1507.6842154057604
2021,5,Arizona State,1529.725761189654
2021,6,Arizona State,1565.4857464989857
2021,7,Arizona State,1620.9533231785028
2021,9,Arizona State,1588.593050721383
2021,10,Arizona State,1550.632633201278
2021,11,Arizona State,1570.3435500883625
2021,12,Arizona State,1587.8399624581436
2021,13,Arizona State,1557.192372743762
2021,14,Arizona State,1569.2118299738581
2021,2,Arkansas,1500.0
2021,3,Arkansas,1527.1020872321862
2021,4,Arkansas,1552.7337983347272
2021,5,Arkansas,1578.890954430441
2021,6,Arkansas,1549.1621904400738
2021,7,Arkansas,1541.8544742724864
2021,10,Arkansas,1504.6173983374717
2021,11,Arkansas,1519.1423604000038
2021,12,Arkansas,1540.240310320097
2021,13,Arkansas,1528.0623377509526
2021,14,Arkansas,1547.2077309074327
2021,2,Arkansas State,1500.0
2021,3,Arkansas State,1477.752590491229
2021,4,Arkansas State,1441.5937737595889
2021,5,Arkansas State,1423.7171898152935
2021,6,Arkansas State,1393.6285668902426
2021,7,Arkansas State,1372.0693499574704
2021,8,Arkansas State,1368.6199089926663
2021,9,Arkansas State,1364.3148592964505
2021,11,Arkansas State,1348.6408394872474
2021,12,Arkansas State,1369.2962640525054
2021,13,Arkansas State,1360.8586834034415
2021,2,Army,1500.0
2021,4,Army,1512.5416650333664
2021,5,Army,1562.0005071514918
2021,7,Army,1527.852644956929
2021,8,Army,1510.1405633480786
2021,10,Army,1466.4399815795518
2021,12,Army,1506.252438951745
2021,13,Army,1520.0373079130854
2021,14,Army,1554.5513758803966
2021,3,Auburn,1500.0
2021,4,Auburn,1482.4076014292384
2021,5,Auburn,1504.8440590454195
2021,6,Auburn,1528.086230074591
2021,7,Auburn,1498.60762389708
2021,9,Auburn,1535.8446998320946
2021,10,Auburn,1560.2830909323957
2021,11,Auburn,1535.2927129959728
2021,12,Auburn,1506.4457862183708
2021,13,Auburn,1489.4937458032925
2021,14,Auburn,1478.820995958823
2021,2,BYU,1500.0
2021,3,BYU,1520.831254715503
2021,4,BYU,1543.2931568742183
2021,5,BYU,1557.4977630826695
2021,6,BYU,1585.4988955096094
2021,7,BYU,1555.3877386892866
2021,8,BYU,1530.8533217329652
2021,9,BYU,1543.9805046695296
2021,12,BYU,1569.070117229206
2021,13,BYU,1589.7754973875442
2021,14,BYU,1601.0206980126807
2021,2,Ball State,1500.0
2021,3,Ball State,1468.645837416584
2021,4,Ball State,1443.256463819827
2021,5,Ball State,1414.0008731201021
2021,6,Ball State,1448.148735314665
2021,7,Ball State,1496.6896332706956
2021,8,Ball State,1523.7042266021833
2021,9,Ball State,1496.840927729546
2021,10,Ball State,1513.3912536195185
2021,11,Ball State,1506.6220813075386
2021,12,Ball State,1471.8610581763185
2021,13,Ball State,1489.2885638474868
2021,3,Baylor,1500.0
2021,4,Baylor,1542.6947495457011
2021,5,Baylor,1551.7182006623648
2021,6,Baylor,1529.7440045296794
2021,7,Baylor,1555.009704681719
2021,9,Baylor,1579.5441216380405
2021,10,Baylor,1594.0354052628077
2021,11,Baylor,1578.981087675329
2021,12,Baylor,1609.0484199507544
2021,13,Baylor,1634.0014236360223
2021,14,Baylor,1640.0597544133946
2021,2,Boise State,1500.0
2021,3,Boise State,1533.8143194350382
2021,4,Boise State,1556.625474505958
2021,5,Boise State,1593.7144847343284
2021,6,Boise State,1557.8523822505326
2021,7,Boise State,1587.9635390708554
2021,9,Boise State,1562.770185989837
2021,10,Boise State,1590.3420084427157
2021,11,Boise State,1631.9931783305349
2021,12,Boise State,1679.4376739854272
2021,13,Boise State,1686.1506819779454
2021,2,Boston College,1500.0
2021,3,Boston College,1535.8883461953774
2021,4,Boston College,1576.5419245111484
2021,5,Boston College,1593.6642270894267
2021,7,Boston College,1569.8415835955354
2021,8,Boston College,1531.9933557513666
2021,9,Boston College,1505.4567802126253
2021,10,Boston College,1474.2373763035164
2021,11,Boston College,1497.9855772146427
2021,12,Boston College,1524.9582584437208
2021,13,Boston College,1505.582801650916
2021,2,Bowling Green,1500.0
2021,4,Bowling Green,1482.7870543556712
2021,5,Bowling Green,1505.4272301682051
2021,6,Bowling Green,1482.6305512497804
2021,7,Bowling Green,1442.8961187450775
2021,8,Bowling Green,1426.0533765641683
2021,9,Bowling Green,1389.5180956592606
2021,10,Bowling Green,1425.1510230708454
2021,11,Bowling Green,1389.460463575964
2021,12,Bowling Green,1373.4577472299864
2021,2,Buffalo,1500.0
2021,3,Buffalo,1464.1772211630532
2021,4,Buffalo,1428.52224640396
2021,5,Buffalo,1437.8442092500318
2021,6,Buffalo,1419.0127168623721
2021,7,Buffalo,1401.6061511173107
2021,8,Buffalo,1409.2128911774594
2021,9,Buffalo,1454.2868480601737
2021,10,Buffalo,1418.6539206485888
2021,11,Buffalo,1398.526438541225
2021,12,Buffalo,1373.9398818788081
2021,2,California,1500.0
2021,4,California,1490.0609656127542
2021,5,California,1466.3743589603378
2021,6,California,1429.9109507517637
2021,7,California,1417.8497055843022
2021,8,California,1447.1724877797171
2021,9,California,1510.0849798889894
2021,10,California,1510.9957696989343
2021,11,California,1483.344972755734
2021,12,California,1513.8500034526803
2021,13,California,1509.9607540250356
2021,3,Central Michigan,1500.0
2021,4,Central Michigan,1466.9057363921984
2021,5,Central Michigan,1479.9862421249652
2021,6,Central Michigan,1456.2157505970843
2021,7,Central Michigan,1474.0162161087505
2021,8,Central Michigan,1492.927213930619
2021,9,Central Michigan,1484.4739259055918
2021,10,Central Michigan,1518.0818111603435
2021,11,Central Michigan,1545.8346312462998
2021,12,Central Michigan,1580.5956543775198
2021,13,Central Michigan,1602.5535535788872
2021,3,Charlotte,1500.0
2021,4,Charlotte,1474.556583814635
2021,5,Charlotte,1486.0637331888734
2021,6,Charlotte,1453.2514620533934
2021,7,Charlotte,1457.9867004048829
2021,8,Charlotte,1419.0253543623421
2021,9,Charlotte,1390.5291134248912
2021,10,Charlotte,1402.168950341035
2021,11,Charlotte,1401.9699528362344
2021,12,Charlotte,1360.773805104757
2021,3,Cincinnati,1500.0
2021,5,Cincinnati,1533.6245477302746
2021,6,Cincinnati,1566.9629855707644
2021,7,Cincinnati,1595.2873498828499
2021,8,Cincinnati,1615.5043363680688
2021,9,Cincinnati,1628.9329042600566
2021,10,Cincinnati,1653.4789990998895
2021,11,Cincinnati,1660.3862752160146
2021,12,Cincinnati,1706.6387274108445
2021,13,Cincinnati,1725.5638754474314
2021,14,Cincinnati,1748.1458219560102
2021,15,Cincinnati,1770.1976746383775
2021,3,Clemson,1500.0
2021,4,Clemson,1517.6044525311092
2021,5,Clemson,1490.6872213174356
2021,6,Clemson,1514.509864811327
2021,7,Clemson,1526.2137716048085
2021,8,Clemson,1516.9874714022785
2021,9,Clemson,1523.6538509128554
2021,10,Clemson,1565.5636764253907
2021,11,Clemson,1586.0564022760673
2021,12,Clemson,1619.2897194907985
2021,13,Clemson,1711.4785979348433
2021,2,Coastal Carolina,1500.0
2021,3,Coastal Carolina,1530.1461175644756
2021,4,Coastal Carolina,1543.7461118085337
2021,5,Coastal Carolina,1565.8959502629102
2021,6,Coastal Carolina,1596.5525711117461
2021,8,Coastal Carolina,1618.1117880445183
2021,9,Coastal Carolina,1629.043781279984
2021,10,Coastal Carolina,1641.639350094943
2021,11,Coastal Carolina,1639.7061264144688
2021,12,Coastal Carolina,1634.7179059761945
2021,13,Coastal Carolina,1658.0371843033497
2021,2,Colorado,1500.0
2021,3,Colorado,1484.7576903502493
2021,4,Colorado,1444.8546838425532
2021,5,Colorado,1422.8131380586597
2021,7,Colorado,1391.1420920176135
2021,8,Colorado,1393.7692507733861
2021,9,Colorado,1353.097392232621
2021,10,Colorado,1340.4693371800408
2021,11,Colorado,1366.8210775562627
2021,12,Colorado,1345.6626201888232
2021,13,Colorado,1350.1618655234483
2021,2,Colorado State,1500.0
2021,3,Colorado State,1482.7870543556712
2021,4,Colorado State,1518.2900066044544
2021,7,Colorado State,1499.5305790051682
2021,8,Colorado State,1558.057144062388
2021,9,Colorado State,1545.1044890280575
2021,10,Colorado State,1517.5326665751788
2021,11,Colorado State,1484.8584264735605
2021,12,Colorado State,1457.119184549086
2021,13,Colorado State,1432.019614059765
2021,3,Duke,1500.0
2021,4,Duke,1518.8124975500496
2021,5,Duke,1537.3888566130142
2021,6,Duke,1504.2312877677427
2021,7,Duke,1483.292608262959
2021,9,Duke,1447.4360670771982
2021,10,Duke,1420.7099980730493
2021,11,Duke,1398.2024416143481
2021,12,Duke,1371.8549021326291
2021,13,Duke,1341.69904605903
2021,2,East Carolina,1500.0
2021,3,East Carolina,1482.7870543556712
2021,5,East Carolina,1503.4405137738165
2021,6,East Carolina,1525.9958213656846
2021,8,East Carolina,1508.0251768737055
2021,9,East Carolina,1491.7955480102314
2021,10,East Carolina,1513.5366674611828
2021,11,East Carolina,1535.2801784933943
2021,12,East Carolina,1546.2687264548576
2021,13,East Carolina,1558.4614691154359
2021,2,Eastern Michigan,1500.0
2021,3,Eastern Michigan,1469.8538824355244
2021,4,Eastern Michigan,1503.0934141754237
2021,5,Eastern Michigan,1540.0154168613517
2021,6,Eastern Michigan,1514.9767263198887
2021,7,Eastern Michigan,1520.6411136105805
2021,8,Eastern Michigan,1493.6265202790928
2021,9,Eastern Michigan,1530.1618011840005
2021,10,Eastern Michigan,1546.983748017588
2021,11,Eastern Michigan,1514.553100669783
2021,12,Eastern Michigan,1520.2362972113892
2021,13,Eastern Michigan,1498.2783980100216
2021,2,Florida,1500.0
2021,3,Florida,1538.9319130341817
2021,4,Florida,1524.282782758917
2021,5,Florida,1548.1540839627098
2021,6,Florida,1528.8674578115726
2021,7,Florida,1553.6897402639197
2021,9,Florida,1529.9179357329472
2021,10,Florida,1509.8491265709558
2021,12,Florida,1473.932531033349
2021,13,Florida,1464.417641597757
2021,14,Florida,1477.4874561250945
2021,2,Florida Atlantic,1500.0
2021,4,Florida Atlantic,1531.6325506706382
2021,5,Florida Atlantic,1500.81513318732
2021,6,Florida Atlantic,1525.1259509623926
2021,7,Florida Atlantic,1495.7629280632664
2021,8,Florida Atlantic,1534.7242741058071
2021,9,Florida Atlantic,1550.2524536121866
2021,10,Florida Atlantic,1514.461584103045
2021,11,Florida Atlantic,1469.2597723982253
2021,12,Florida Atlantic,1423.4945586792414
2021,2,Florida International,1500.0
2021,3,Florida International,1467.3820778175411
2021,4,Florida International,1439.2908842242973
2021,5,Florida International,1426.2103784915305
2021,6,Florida International,1401.899560716458
2021,8,Florida International,1371.7275925791253
2021,9,Florida International,1346.0273696199379
2021,10,Florida International,1330.145798609338
2021,11,Florida International,1278.7907967806104
2021,12,Florida International,1260.7092058301018
2021,13,Florida International,1236.0105381422597
2021,3,Florida State,1500.0
2021,4,Florida State,1444.4358598680042
2021,5,Florida State,1421.8121952248262
2021,6,Florida State,1437.4195321549787
2021,8,Florida State,1473.1369954670483
2021,9,Florida State,1479.067936489831
2021,10,Florida State,1456.5146054724846
2021,11,Florida State,1441.4162667836138
2021,12,Florida State,1456.101429630531
2021,13,Florida State,1475.4768864233356
2021,2,Fresno State,1500.0
2021,4,Fresno State,1477.1365355253738
2021,5,Fresno State,1514.3344457152516
2021,6,Fresno State,1526.847970242634
2021,7,Fresno State,1511.445755971779
2021,8,Fresno State,1549.3223153882288
2021,9,Fresno State,1588.6547450295889
2021,10,Fresno State,1630.097198765329
2021,11,Fresno State,1612.7504842550272
2021,12,Fresno State,1589.8339283552627
2021,13,Fresno State,1600.409048730574
2021,14,Fresno State,1623.4625514616325
2021,2,Georgia,1500.0
2021,3,Georgia,1535.391676914323
2021,4,Georgia,1563.502729200344
2021,5,Georgia,1605.110617248175
2021,6,Georgia,1634.8393812385423
2021,7,Georgia,1664.3179874160533
2021,9,Georgia,1683.0909233754817
2021,10,Georgia,1703.159732537473
2021,11,Georgia,1712.618500146591
2021,13,Georgia,1731.7176937639242
2021,14,Georgia,1744.3166225051364
2021,15,Georgia,1706.9089802053472
2021,16,Georgia,1744.2315974507874
2021,2,Georgia Southern,1500.0
2021,3,Georgia Southern,1468.3674493293618
2021,4,Georgia Southern,1442.7357382268208
2021,5,Georgia Southern,1421.3088920168925
2021,6,Georgia Southern,1451.3975149419434
2021,7,Georgia Southern,1439.2479269975079
2021,9,Georgia Southern,1414.6770522963309
2021,10,Georgia Southern,1384.0911726514298
2021,11,Georgia Southern,1369.519380903793
2021,12,Georgia Southern,1400.69655810019
2021,2,Georgia State,1500.0
2021,3,Georgia State,1465.9728025320824
2021,4,Georgia State,1491.4162187174475
2021,6,Georgia State,1468.9797611012664
2021,8,Georgia State,1515.238911262638
2021,9,Georgia State,1536.377033119693
2021,10,Georgia State,1543.19435911432
2021,11,Georgia State,1546.9041976538952
2021,12,Georgia State,1561.52543216194
2021,13,Georgia State,1598.2518297695594
2021,3,Georgia Tech,1500.0
2021,4,Georgia Tech,1482.3955474688908
2021,5,Georgia Tech,1523.863841572725
2021,6,Georgia Tech,1479.4794566705966
2021,8,Georgia Tech,1500.4181361753804
2021,9,Georgia Tech,1481.568398953024
2021,10,Georgia Tech,1450.472875760484
2021,11,Georgia Tech,1439.0122965292715
2021,12,Georgia Tech,1412.0396153001934
2021,13,Georgia Tech,1399.3342899996278
2021,2,Hawai'i,1500.0
2021,3,Hawai'i,1473.3619580201848
2021,4,Hawai'i,1446.5503772184384
2021,5,Hawai'i,1429.9285285471974
2021,6,Hawai'i,1467.700893708637
2021,7,Hawai'i,1483.103107979492
2021,8,Hawai'i,1462.6424656110019
2021,9,Hawai'i,1440.9395331206254
2021,10,Hawai'i,1432.5250481515714
2021,11,Hawai'i,1395.9665699120708
2021,12,Hawai'i,1357.4615076616078
2021,13,Hawai'i,1356.7979280591794
2021,14,Hawai'i,1425.5142351540858
2021,2,Houston,1500.0
2021,4,Houston,1545.1661455171413
2021,5,Houston,1559.324469798603
2021,6,Houston,1594.6708941615868
2021,8,Houston,1615.2348607418078
2021,9,Houston,1654.1889021925476
2021,10,Houston,1669.7831988780888
2021,11,Houston,1683.3642880645036
2021,12,Houston,1696.6533342507132
2021,14,Houston,1707.5759446420436
2021,2,Illinois,1500.0
2021,3,Illinois,1446.616981152565
2021,4,Illinois,1407.7246617213461
2021,5,Illinois,1386.3385576046653
2021,6,Illinois,1409.0010012915025
2021,7,Illinois,1402.3657602286444
2021,8,Illinois,1371.3325563711053
2021,9,Illinois,1394.9192060247738
2021,10,Illinois,1394.920093772757
2021,11,Illinois,1409.3572346767946
2021,12,Illinois,1442.6602060621765
2021,13,Illinois,1431.0138129630052
2021,3,Indiana,1500.0
2021,4,Indiana,1466.3754522697254
2021,5,Indiana,1480.5740166450516
2021,7,Indiana,1458.475595553832
2021,8,Indiana,1444.9135248906714
2021,9,Indiana,1416.1562282239481
2021,10,Indiana,1405.6870828147798
2021,11,Indiana,1395.5015072605286
2021,12,Indiana,1354.2194143695872
2021,13,Indiana,1334.4935079698998
2021,2,Iowa,1500.0
2021,3,Iowa,1529.7735042059383
2021,4,Iowa,1555.3808765451417
2021,5,Iowa,1574.140304144428
2021,6,Iowa,1616.8282090583177
2021,7,Iowa,1627.2945502628327
2021,9,Iowa,1584.4378792829425
2021,10,Iowa,1556.5033968020205
2021,11,Iowa,1571.3117068135166
2021,12,Iowa,1587.151394894092
2021,13,Iowa,1598.7977879932632
2021,14,Iowa,1622.4783365777614
2021,2,Iowa State,1500.0
2021,3,Iowa State,1470.2264957940617
2021,4,Iowa State,1517.729744492653
2021,5,Iowa State,1508.7062933759894
2021,7,Iowa State,1532.4090277086834
2021,8,Iowa State,1561.8836814721658
2021,9,Iowa State,1576.0771070690614
2021,10,Iowa State,1551.9639467076847
2021,11,Iowa State,1575.3681776474907
2021,12,Iowa State,1558.5065677061898
2021,13,Iowa State,1543.7289785886085
2021,2,Kansas,1500.0
2021,3,Kansas,1469.8538824355244
2021,4,Kansas,1427.1591328898232
2021,5,Kansas,1408.5827738268586
2021,7,Kansas,1384.8800394941645
2021,8,Kansas,1351.7428398046852
2021,9,Kansas,1340.078531123587
2021,10,Kansas,1328.2643299738363
2021,11,Kansas,1304.248404975047
2021,12,Kansas,1318.9402336452886
2021,13,Kansas,1310.9850128985534
2021,3,Kansas State,1500.0
2021,4,Kansas State,1527.9643488000759
2021,5,Kansas State,1505.2843169417006
2021,7,Kansas State,1483.7531658652986
2021,8,Kansas State,1454.2785121018164
2021,9,Kansas State,1463.659861503696
2021,10,Kansas State,1489.8249738324503
2021,11,Kansas State,1513.8408988312397
2021,12,Kansas State,1537.7208863057738
2021,13,Kansas State,1512.7678826205058
2021,14,Kansas State,1492.3364348086973
2021,3,Kent State,1500.0
2021,4,Kent State,1474.3926276607965
2021,5,Kent State,1451.4400893604843
2021,6,Kent State,1474.236768278909
2021,7,Kent State,1491.6433340239705
2021,8,Kent State,1462.824072096272
2021,9,Kent State,1487.8917860511835
2021,10,Kent State,1505.495575052949
2021,11,Kent State,1477.7427549669928
2021,12,Kent State,1508.0601612194107
2021,13,Kent State,1517.986419838946
2021,14,Kent State,1482.8825379728005
2021,2,Kentucky,1500.0
2021,4,Kentucky,1518.8124975500496
2021,5,Kentucky,1541.511873648722
2021,6,Kentucky,1560.7984997998592
2021,7,Kentucky,1583.1559441311808
2021,9,Kentucky,1564.3830081717524
2021,10,Kentucky,1535.2638535341175
2021,11,Kentucky,1516.3485983242417
2021,12,Kentucky,1537.5405394917423
2021,13,Kentucky,1547.59330722106
2021,14,Kentucky,1600.9853387665548
2021,2,LSU,1500.0
2021,3,LSU,1477.519300579388
2021,4,LSU,1510.6135641871897
2021,5,LSU,1527.9578219173657
2021,6,LSU,1504.7156508881942
2021,7,LSU,1482.3582065568726
2021,8,LSU,1506.130011087845
2021,10,LSU,1484.385105198765
2021,11,LSU,1474.4450229654415
2021,12,LSU,1453.3470730453482
2021,13,LSU,1476.5926905971953
2021,14,LSU,1493.3241971481893
2021,2,Liberty,1500.0
2021,3,Liberty,1527.2818733732129
2021,4,Liberty,1554.6855049839735
2021,5,Liberty,1538.364916331936
2021,6,Liberty,1577.8943017753131
2021,7,Liberty,1596.5155257468662
2021,8,Liberty,1578.0285427754852
2021,9,Liberty,1591.0484137865017
2021,10,Liberty,1604.077906789229
2021,11,Liberty,1574.0005100366182
2021,12,Liberty,1547.8051096033166
2021,13,Liberty,1521.330692852972
2021,3,Louisiana,1500.0
2021,4,Louisiana,1532.4197338078577
2021,5,Louisiana,1553.846580017786
2021,7,Louisiana,1566.4642155042395
2021,8,Louisiana,1569.9136564690436
2021,9,Louisiana,1596.654673920768
2021,10,Louisiana,1631.3104090220575
2021,11,Louisiana,1667.4765841343524
2021,12,Louisiana,1693.671984567654
2021,13,Louisiana,1724.1026502666837
2021,14,Louisiana,1729.203304851005
2021,3,Louisiana Tech,1500.0
2021,4,Louisiana Tech,1487.157234843408
2021,5,Louisiana Tech,1501.9120198362502
2021,7,Louisiana Tech,1483.6901130483561
2021,8,Louisiana Tech,1459.9157761769045
2021,9,Louisiana Tech,1419.583930894523
2021,10,Louisiana Tech,1404.4982159549852
2021,11,Louisiana Tech,1418.486618697117
2021,12,Louisiana Tech,1438.8475378536014
2021,13,Louisiana Tech,1394.6922514815863
2021,3,Louisville,1500.0
2021,4,Louisville,1518.8124975500496
2021,5,Louisville,1541.4361621932276
2021,6,Louisville,1519.7570629264158
2021,8,Louisville,1510.3338957747208
2021,9,Louisville,1536.870471313462
2021,10,Louisville,1497.6956042040956
2021,11,Louisville,1477.202878353419
2021,12,Louisville,1509.6836246857674
2021,13,Louisville,1539.8394807593666
2021,14,Louisville,1498.5314824949478
2021,3,Marshall,1500.0
2021,5,Marshall,1479.3465405818547
2021,6,Marshall,1459.1024220168533
2021,7,Marshall,1481.50498452559
2021,9,Marshall,1513.9369105078315
2021,10,Marshall,1565.609351027573
2021,11,Marshall,1592.7607909139347
2021,12,Marshall,1585.0763617513169
2021,13,Marshall,1598.384464600533
2021,14,Marshall,1559.380463693806
2021,3,Maryland,1500.0
2021,4,Maryland,1511.3426518368276
2021,5,Maryland,1547.140494400217
2021,6,Maryland,1504.4525894863273
2021,8,Maryland,1478.2320069183559
2021,9,Maryland,1461.8745100792248
2021,10,Maryland,1472.343655488393
2021,11,Maryland,1438.7006692419113
2021,12,Maryland,1426.1450946201362
2021,13,Maryland,1405.721538162526
2021,14,Maryland,1448.8164596909148
2021,2,Massachusetts,1500.0
2021,3,Massachusetts,1464.1116538046226
2021,4,Massachusetts,1430.8721220647233
2021,5,Massachusetts,1408.7222836103467
2021,7,Massachusetts,1370.751756452854
2021,8,Massachusetts,1402.6646773237412
2021,9,Massachusetts,1375.157406555581
2021,12,Massachusetts,1362.1279135528537
2021,13,Massachusetts,1348.3430445915133
2021,2,Memphis,1500.0
2021,3,Memphis,1522.247409508771
2021,4,Memphis,1532.2710674040322
2021,5,Memphis,1515.5187555124983
2021,6,Memphis,1502.122935159075
2021,7,Memphis,1480.2190615163495
2021,8,Memphis,1503.5586448440517
2021,9,Memphis,1473.233144728793
2021,10,Memphis,1492.4394780399848
2021,11,Memphis,1508.5838483506438
2021,12,Memphis,1497.5953003891805
2021,13,Memphis,1486.67268999785
2021,3,Miami,1500.0
2021,5,Miami,1461.6200229718972
2021,7,Miami,1447.8065938710142
2021,8,Miami,1438.4352793577773
2021,9,Miami,1448.488830180331
2021,10,Miami,1473.7971132926425
2021,11,Miami,1485.257692523855
2021,12,Miami,1470.5725296769378
2021,13,Miami,1493.6095763901053
2021,2,Miami (OH),1500.0
2021,4,Miami (OH),1483.7901330960713
2021,5,Miami (OH),1464.9656819017857
2021,6,Miami (OH),1488.7361734296667
2021,7,Miami (OH),1483.0717861389749
2021,8,Miami (OH),1502.8584554003546
2021,9,Miami (OH),1529.721754272992
2021,10,Miami (OH),1516.17725315494
2021,11,Miami (OH),1536.304735262304
2021,12,Miami (OH),1552.3074516082816
2021,13,Miami (OH),1542.3811929887463
2021,2,Michigan,1500.0
2021,3,Michigan,1527.9643488000759
2021,4,Michigan,1557.0960427092048
2021,5,Michigan,1574.0161523725417
2021,6,Michigan,1605.260044635359
2021,7,Michigan,1617.941190792588
2021,8,Michigan,1632.0637219454268
2021,9,Michigan,1646.1749948865286
2021,10,Michigan,1630.5562196018836
2021,11,Michigan,1640.741795156135
2021,12,Michigan,1655.6301698683333
2021,13,Michigan,1676.0537263259434
2021,14,Michigan,1705.4033764042438
2021,15,Michigan,1735.2438668975242
2021,3,Michigan State,1500.0
2021,4,Michigan State,1538.3799770281028
2021,5,Michigan State,1553.623998633075
2021,6,Michigan State,1587.882092265858
2021,7,Michigan State,1613.6406424971397
2021,9,Michigan State,1627.2027131603002
2021,10,Michigan State,1642.821488444945
2021,11,Michigan State,1613.443782997075
2021,12,Michigan State,1625.9993576188501
2021,13,Michigan State,1598.9413211859485
2021,14,Michigan State,1609.1354197644234
2021,2,Middle Tennessee,1500.0
2021,3,Middle Tennessee,1472.0356511999241
2021,4,Middle Tennessee,1452.258663217981
2021,5,Middle Tennessee,1440.7515138437425
2021,6,Middle Tennessee,1460.9956324087439
2021,8,Middle Tennessee,1442.3744084371908
2021,9,Middle Tennessee,1462.5503771560109
2021,10,Middle Tennessee,1481.6398706122652
2021,11,Middle Tennessee,1477.7606361445219
2021,12,Middle Tennessee,1469.2089250287968
2021,13,Middle Tennessee,1476.5563823537332
2021,2,Minnesota,1500.0
2021,3,Minnesota,1516.2098669039287
2021,4,Minnesota,1556.1128734116248
2021,5,Minnesota,1533.472697599091
2021,7,Minnesota,1559.590783953265
2021,8,Minnesota,1576.1173095418899
2021,9,Minnesota,1610.4965947717512
2021,10,Minnesota,1634.9144927011553
2021,11,Minnesota,1598.5313321513531
2021,12,Minnesota,1549.388672685396
2021,13,Minnesota,1569.1145790850833
2021,14,Minnesota,1598.0594858438124
2021,2,Mississippi State,1500.0
2021,3,Mississippi State,1524.4994565860657
2021,4,Mississippi State,1514.4757986908044
2021,5,Mississippi State,1497.1315409606284
2021,7,Mississippi State,1518.1521372813484
2021,8,Mississippi State,1475.528621366732
2021,9,Mississippi State,1516.1470940738852
2021,10,Mississippi State,1545.2662487115201
2021,11,Mississippi State,1530.741286648988
2021,13,Mississippi State,1559.58821342659
2021,14,Mississippi State,1532.038616525978
2021,2,Missouri,1500.0
2021,4,Missouri,1481.1875024499504
2021,5,Missouri,1464.0651998716721
2021,6,Missouri,1417.3533705357897
2021,7,Missouri,1440.728135526196
2021,9,Missouri,1409.3075093840869
2021,10,Missouri,1436.216460663298
2021,11,Missouri,1426.75769305418
2021,12,Missouri,1441.8870217243282
2021,13,Missouri,1451.4019111599202
2021,14,Missouri,1432.25651800344
2021,2,NC State,1500.0
2021,3,NC State,1475.5005434139343
2021,4,NC State,1503.1003347458543
2021,5,NC State,1565.2916061476576
2021,6,NC State,1593.6443724035394
2021,7,NC State,1606.5295352238852
2021,8,NC State,1644.377763068054
2021,9,NC State,1650.7607768302719
2021,10,NC State,1681.643298748995
2021,11,NC State,1675.8118245940313
2021,12,NC State,1688.169464276696
2021,13,NC State,1664.4607640363151
2021,14,NC State,1691.3285346721602
2021,2,Navy,1500.0
2021,4,Navy,1462.1976394745352
2021,5,Navy,1448.0393151930734
2021,6,Navy,1464.467944404932
2021,7,Navy,1446.3712981141239
2021,8,Navy,1423.0317147864216
2021,9,Navy,1428.6605438392853
2021,10,Navy,1444.6315070116452
2021,12,Navy,1428.8489591154619
2021,13,Navy,1416.6562164548836
2021,14,Navy,1447.991849612578
2021,2,Nebraska,1500.0
2021,3,Nebraska,1535.8227788369468
2021,4,Nebraska,1534.8445749081761
2021,5,Nebraska,1496.075678762749
2021,6,Nebraska,1525.5263989899545
2021,7,Nebraska,1540.5188673349157
2021,8,Nebraska,1509.869810593452
2021,9,Nebraska,1491.8480222027217
2021,10,Nebraska,1473.9189571377237
2021,11,Nebraska,1443.1275681465852
2021,12,Nebraska,1429.6541298595296
2021,13,Nebraska,1422.7317370602354
2021,14,Nebraska,1404.0323285074994
2021,3,Nevada,1500.0
2021,5,Nevada,1472.0356511999241
2021,6,Nevada,1507.8977536837199
