season,game_date,Team,opponent,Result,point_differential,Pre_Elo_Team,Pre_Elo_Opponent,Post_Elo_Team,Post_Elo_Opponent,Elo_Change
2021,2021-09-11,San Diego State,Arizona,W,24,1588.6419940734586,1458.4690295932044,1617.4425065861692,1429.6685170804938,28.8005125127105
2021,2021-09-11,SMU,North Texas,W,23,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,Massachusetts,Boston College,L,-17,1500.0,1500.0,1453.7540518736614,1546.2459481263386,-46.24594812633863
2021,2021-09-11,South Alabama,Bowling Green,W,3,1522.1807097779183,1477.8192902220817,1540.615321507478,1459.384678492522,18.43461172955966
2021,2021-09-11,Boston College,Massachusetts,W,17,1546.2459481263386,1453.7540518736614,1577.2090748135427,1422.7909251864573,30.963126687204003
2021,2021-09-11,Memphis,Arkansas State,W,5,1528.6681515076489,1471.3318484923511,1551.1809465249607,1448.8190534750393,22.512795017311777
2021,2021-09-11,New Mexico,New Mexico State,W,9,1530.2564130240096,1422.6325633093275,1553.2277091137953,1399.6612672195417,22.971296089785668
2021,2021-09-11,Michigan,Washington,W,21,1548.0,1452.0,1580.5751145835516,1419.4248854164484,32.57511458355146
2021,2021-09-11,Toledo,Notre Dame,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825
2021,2021-09-11,Hawai'i,Oregon State,L,-18,1500.0,1500.0,1452.888976333337,1547.111023666663,-47.111023666663044
2021,2021-09-11,Texas A&M,Colorado,W,3,1500.0,1500.0,1522.1807097779183,1477.8192902220817,22.18070977791825
2021,2021-09-11,Stanford,USC,W,14,1500.0,1548.0,1546.7282863230391,1501.2717136769609,46.7282863230391
2021,2021-09-11,Arizona State,UNLV,W,27,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,Arizona,San Diego State,L,-24,1500.0,1547.111023666663,1458.4690295932044,1588.6419940734586,-41.530970406795674
2021,2021-09-11,Akron,Temple,L,-21,1452.0,1548.0,1419.4248854164484,1580.5751145835516,-32.57511458355145
2021,2021-09-11,Air Force,Navy,W,20,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,Nebraska,Buffalo,W,25,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,New Mexico State,New Mexico,L,-9,1452.888976333337,1500.0,1422.6325633093275,1530.2564130240096,-30.256413024009664
2021,2021-09-11,South Florida,Florida,L,-22,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-11,Bowling Green,South Alabama,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825
2021,2021-09-11,Texas,Arkansas,L,-19,1500.0,1500.0,1452.068283623136,1547.931716376864,-47.931716376863854
2021,2021-09-11,Tennessee,Pittsburgh,L,-7,1500.0,1500.0,1466.7289353331225,1533.2710646668775,-33.27106466687737
2021,2021-09-11,Temple,Akron,W,21,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,TCU,California,W,2,1500.0,1500.0,1517.5777966186897,1482.4222033813103,17.577796618689757
2021,2021-09-11,Syracuse,Rutgers,L,-10,1500.0,1500.0,1461.6336756352262,1538.3663243647738,-38.36632436477393
2021,2021-09-11,Uconn,Purdue,L,-49,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-11,Buffalo,Nebraska,L,-25,1452.0,1548.0,1417.6643770987318,1582.3356229012682,-34.33562290126822
2021,2021-09-11,Miami (OH),Minnesota,L,-5,1471.3318484923511,1528.6681515076489,1448.8190534750393,1551.1809465249607,-22.51279501731178
2021,2021-09-11,UAB,Georgia,L,-49,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-11,Ball State,Penn State,L,-31,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-11,Illinois,Virginia,L,-28,1423.31150345921,1543.4174318739126,1391.670034813075,1575.0589005200475,-31.641468646134772
2021,2021-09-11,Arkansas State,Memphis,L,-5,1500.0,1500.0,1471.3318484923511,1528.6681515076489,-28.66815150764888
2021,2021-09-11,Vanderbilt,Colorado State,W,3,1500.0,1500.0,1522.1807097779183,1477.8192902220817,22.18070977791825
2021,2021-09-11,Troy,Liberty,L,-8,1500.0,1500.0,1464.8444067626206,1535.1555932373794,-35.15559323737951
2021,2021-09-11,Tulsa,Oklahoma State,L,-5,1500.0,1500.0,1471.3318484923511,1528.6681515076489,-28.66815150764888
2021,2021-09-11,Wyoming,Northern Illinois,W,7,1500.0,1500.0,1533.2710646668775,1466.7289353331225,33.27106466687737
2021,2021-09-11,Arkansas,Texas,W,19,1547.931716376864,1452.068283623136,1579.5225753824386,1420.4774246175614,31.590859005574742
2021,2021-09-11,UNLV,Arizona State,L,-27,1452.0,1548.0,1416.9353601650223,1583.0646398349777,-35.06463983497759
2021,2021-09-11,USC,Stanford,L,-14,1501.2717136769609,1546.7282863230391,1465.431044786769,1582.568955213231,-35.84066889019192
2021,2021-09-11,Utah,BYU,L,-9,1500.0,1500.0,1463.1586385120952,1536.8413614879048,-36.841361487904734
2021,2021-09-11,Virginia,Illinois,W,28,1500.0,1466.7289353331225,1543.4174318739126,1423.31150345921,43.417431873912626
2021,2021-09-11,Texas State,Florida International,W,6,1500.0,1500.0,1531.134562384885,1468.865437615115,31.134562384885015
2021,2021-09-11,Virginia Tech,Middle Tennessee,W,21,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,Washington,Michigan,L,-21,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-11,Western Kentucky,Army,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825
2021,2021-09-11,Wisconsin,Eastern Michigan,W,27,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-11,Minnesota,Miami (OH),W,5,1500.0,1500.0,1528.6681515076489,1471.3318484923511,28.66815150764888
2021,2021-09-11,Middle Tennessee,Virginia Tech,L,-21,1452.0,1548.0,1419.4248854164484,1580.5751145835516,-32.57511458355145
2021,2021-09-16,Louisiana,Ohio,W,35,1548.0,1452.0,1583.0646398349777,1416.9353601650223,35.0646398349776
2021,2021-09-16,Ohio,Louisiana,L,-35,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-17,Maryland,Illinois,W,3,1500.0,1391.670034813075,1513.7837193605576,1377.8863154525175,13.783719360557548
2021,2021-09-17,Illinois,Maryland,L,-3,1377.8863154525175,1513.7837193605576,1365.8268396167646,1525.8431951963105,-12.059475835752824
2021,2021-09-17,UCF,Louisville,L,-7,1500.0,1500.0,1466.7289353331225,1533.2710646668775,-33.27106466687737
2021,2021-09-17,Louisville,UCF,W,7,1533.2710646668775,1466.7289353331225,1558.3503259871459,1441.6496740128541,25.0792613202683
2021,2021-09-18,Texas A&M,New Mexico,W,34,1590.357022251098,1503.4860083701753,1626.5993527954467,1467.2436778258266,36.24233054434883
2021,2021-09-18,UCLA,Fresno State,L,-3,1515.034750424745,1491.4526913049856,1491.9689535210061,1514.5184882087244,-23.065796903738825
2021,2021-09-18,Baylor,Kansas,W,38,1536.7379579496733,1380.197402215349,1564.46471798679,1352.4706421782323,27.72676003711682
2021,2021-09-18,Boise State,Oklahoma State,L,-1,1571.3826414510465,1562.862944908892,1560.1293357501597,1574.1162506097787,-11.253305700886791
2021,2021-09-18,Fresno State,UCLA,W,3,1466.7289353331225,1539.758506396608,1491.4526913049856,1515.034750424745,24.723755971863167
2021,2021-09-18,Boston College,Temple,W,25,1625.6740958441737,1532.1100935529205,1660.4025867734604,1497.3816026236339,34.72849092928663
2021,2021-09-18,Buffalo,Coastal Carolina,L,-3,1417.6643770987318,1583.0646398349777,1407.2659868925396,1593.46303004117,-10.398390206192383
2021,2021-09-18,BYU,Arizona State,W,10,1563.7329781018525,1583.0646398349777,1603.3612958085746,1543.4363221282556,39.62831770672204
2021,2021-09-18,Georgia Tech,Clemson,L,-6,1500.0,1500.0,1468.865437615115,1531.134562384885,-31.134562384885015
2021,2021-09-18,Mississippi State,Memphis,L,-2,1526.300147019901,1568.209602722695,1511.5356020135514,1582.9741477290447,-14.764545006349701
2021,2021-09-18,Notre Dame,Purdue,W,14,1584.496693253064,1504.118628254414,1615.1745325797235,1473.4407889277545,30.677839326659427
2021,2021-09-18,Ball State,Wyoming,L,-33,1387.4606585798037,1587.8250275723644,1365.412830374181,1609.872855777987,-22.047828205622626
2021,2021-09-18,USC,Washington State,W,31,1518.191224616078,1447.239820170691,1556.5229541709928,1408.9080906157762,38.33172955491481
2021,2021-09-18,UNLV,Iowa State,L,-45,1371.29295251713,1479.6563327656131,1337.7966304890924,1513.1526547936508,-33.49632202803753
2021,2021-09-18,UAB,North Texas,W,34,1465.152614665047,1370.2906569122558,1500.3631908861469,1335.080080691156,35.210576221099906
2021,2021-09-18,Tulsa,Ohio State,L,-21,1400.7885782385438,1496.6289415644835,1368.1891284412,1529.2283913618273,-32.59944979734379
2021,2021-09-18,Tulane,Ole Miss,L,-40,1452.0,1548.0,1416.9353601650223,1583.0646398349777,-35.06463983497759
2021,2021-09-18,Troy,Southern Miss,W,12,1483.8506846854727,1454.9388348901193,1520.2856127976977,1418.5039067778944,36.43492811222499
2021,2021-09-18,Toledo,Colorado State,L,-16,1459.384678492522,1459.384678492522,1414.0532649876225,1504.7160919974215,-45.33141350489946
2021,2021-09-18,Texas Tech,Florida International,W,33,1500.0,1444.9446220036866,1540.4568497765695,1404.4877722271171,40.45684977656957
2021,2021-09-18,Texas,Rice,W,58,1467.9880872822232,1369.4246975003605,1502.7249584980643,1334.6878262845194,34.736871215841106
2021,2021-09-18,SMU,Louisiana Tech,W,2,1593.874289644217,1487.6177989435025,1604.9058066222294,1476.5862819654901,11.031516978012464
2021,2021-09-18,Arkansas State,Washington,L,-49,1396.7677604599344,1471.4761784315533,1358.9329214925388,1509.311017398949,-37.83483896739554
2021,2021-09-18,Arizona State,BYU,L,-10,1543.4363221282556,1603.3612958085746,1513.650787339889,1633.1468305969413,-29.785534788366686
2021,2021-09-18,Temple,Boston College,L,-25,1580.5751145835516,1577.2090748135427,1532.1100935529205,1625.6740958441737,-48.46502103063105
2021,2021-09-18,NC State,Florida State,W,21,1456.6711967823646,1419.4248854164484,1499.0523668510116,1377.0437153478015,42.381170068646895
2021,2021-09-18,Coastal Carolina,Buffalo,W,3,1593.46303004117,1407.2659868925396,1602.8016522480334,1397.9273646856761,9.338622206863418
2021,2021-09-18,Colorado,Minnesota,L,-30,1423.7797132855562,1586.7859117319265,1397.7052558532303,1612.8603691642525,-26.074457432325936
2021,2021-09-18,Colorado State,Toledo,W,16,1504.7160919974215,1414.0532649876225,1535.3260946589046,1383.4432623261393,30.610002661483072
2021,2021-09-18,Duke,Northwestern,W,7,1533.2710646668775,1466.7289353331225,1558.3503259871459,1441.6496740128541,25.0792613202683
2021,2021-09-18,East Carolina,Marshall,W,4,1486.8640696168989,1472.520608875623,1511.1566266066372,1448.2280518858847,24.292556989738447
2021,2021-09-18,Florida,Alabama,L,-2,1561.2602660921473,1519.7833057452385,1542.4791480389517,1538.564423798434,-18.78111805319546
2021,2021-09-18,Eastern Michigan,Massachusetts,W,14,1460.703110787584,1379.0231745638957,1491.1986497329206,1348.527635618559,30.495538945336595
2021,2021-09-18,Florida International,Texas Tech,L,-33,1404.4877722271171,1540.4568497765695,1374.368917848053,1570.5757041556337,-30.118854379064153
2021,2021-09-18,Florida State,Wake Forest,L,-21,1452.0,1548.0,1419.4248854164484,1580.5751145835516,-32.57511458355145
2021,2021-09-18,Georgia,South Carolina,W,27,1625.2290581904647,1498.450903151991,1655.5424449089946,1468.137516433461,30.313386718529866
2021,2021-09-18,Georgia Southern,Arkansas,L,-35,1389.8898798095324,1606.5680557379285,1369.3548717585393,1627.1030637889216,-20.53500805099314
2021,2021-09-18,Georgia State,Charlotte,W,11,1461.7884814496515,1455.1468787153708,1500.4949258336958,1416.4404343313265,38.70644438404424
2021,2021-09-18,Clemson,Georgia Tech,W,6,1531.134562384885,1468.865437615115,1555.0553779963134,1444.9446220036866,23.920815611428566
2021,2021-09-18,Central Michigan,LSU,L,-28,1446.5310110041057,1513.7104825992863,1407.698235692468,1552.543257910924,-38.83277531163774
2021,2021-09-18,Charlotte,Georgia State,L,-11,1500.0,1416.9353601650223,1455.1468787153708,1461.7884814496515,-44.853121284629296
2021,2021-09-18,Auburn,Penn State,L,-8,1475.4135718086523,1607.6510680263254,1455.9522484398356,1627.1123913951421,-19.461323368816732
2021,2021-09-18,Uconn,Army,L,-31,1452.0,1540.615321507478,1415.9839149338554,1576.6314065736226,-36.01608506614464
2021,2021-09-18,Air Force,Utah State,L,-4,1551.1356510334174,1528.949209901858,1524.4161247335617,1555.6687362017137,-26.719526299855733
2021,2021-09-18,Alabama,Florida,W,2,1500.0,1581.0435718373858,1519.7833057452385,1561.2602660921473,19.783305745238632
2021,2021-09-18,Arkansas,Georgia Southern,W,35,1579.5225753824386,1416.9353601650223,1606.5680557379285,1389.8898798095324,27.04548035548986
2021,2021-09-18,Stanford,Vanderbilt,W,18,1622.1325283812946,1501.0517483394144,1649.670343483651,1473.513933237058,27.53781510235647
2021,2021-09-18,Cincinnati,Indiana,W,14,1543.3288032176354,1456.6711967823646,1573.1341101171322,1426.8658898828678,29.805306899496763
2021,2021-09-18,South Carolina,Georgia,L,-27,1540.615321507478,1583.0646398349777,1498.450903151991,1625.2290581904647,-42.164418355487086
2021,2021-09-18,Liberty,Old Dominion,W,28,1561.210480424408,1500.0,1600.8403604777861,1460.3701199466218,39.629880053378145
2021,2021-09-18,LSU,Central Michigan,W,28,1460.241493603392,1500.0,1513.7104825992863,1446.5310110041057,53.46898899589418
2021,2021-09-18,Marshall,East Carolina,L,-4,1500.0,1459.384678492522,1472.520608875623,1486.8640696168989,-27.479391124376804
2021,2021-09-18,Kansas State,Nevada,W,21,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-18,Memphis,Mississippi State,W,2,1551.1809465249607,1543.3288032176354,1568.209602722695,1526.300147019901,17.02865619773437
2021,2021-09-18,Miami,Michigan State,L,-21,1500.0,1500.0,1452.0,1548.0,-48.0
2021,2021-09-18,Michigan,Northern Illinois,W,53,1580.5751145835516,1441.6496740128541,1610.3433326413397,1411.881455955066,29.768218057788012
2021,2021-09-18,Massachusetts,Eastern Michigan,L,-14,1422.7909251864573,1416.9353601650223,1379.0231745638957,1460.703110787584,-43.767750622561614
2021,2021-09-18,Middle Tennessee,UTSA,L,-14,1419.4248854164484,1533.2710646668775,1393.1994476969176,1559.4965023864083,-26.22543771953095
2021,2021-09-18,West Virginia,Virginia Tech,W,6,1535.021695027113,1545.5534195564385,1566.7203766804012,1513.8547379031504,31.69868165328803
2021,2021-09-18,Vanderbilt,Stanford,L,-18,1540.615321507478,1582.568955213231,1501.0517483394144,1622.1325283812946,-39.56357316806355
2021,2021-09-18,Virginia,North Carolina,L,-20,1575.0589005200475,1583.0646398349777,1528.1647385720669,1629.9588017829583,-46.89416194798058
2021,2021-09-18,Southern Miss,Troy,L,-12,1500.0,1438.789519575592,1454.9388348901193,1483.8506846854727,-45.06116510988078
2021,2021-09-18,Virginia Tech,West Virginia,L,-6,1580.5751145835516,1500.0,1545.5534195564385,1535.021695027113,-35.02169502711307
2021,2021-09-18,Wake Forest,Florida State,W,21,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-18,Minnesota,Colorado,W,30,1551.1809465249607,1459.384678492522,1586.7859117319265,1423.7797132855562,35.60496520696566
2021,2021-09-18,Washington State,USC,L,-31,1500.0,1465.431044786769,1447.239820170691,1518.191224616078,-52.760179829309074
2021,2021-09-18,Washington,Arkansas State,W,49,1419.4248854164484,1448.8190534750393,1471.4761784315533,1396.7677604599344,52.05129301510485
2021,2021-09-18,Nebraska,Oklahoma,L,-7,1582.3356229012682,1500.0,1544.8331577647853,1537.502465136483,-37.50246513648286
2021,2021-09-18,Western Michigan,Pittsburgh,W,3,1500.0,1558.3503259871459,1524.2624571937952,1534.0878687933507,24.262457193795168
2021,2021-09-18,Wyoming,Ball State,W,33,1558.3503259871459,1416.9353601650223,1587.8250275723644,1387.4606585798037,29.47470158521846
2021,2021-09-18,Indiana,Cincinnati,L,-14,1500.0,1500.0,1456.6711967823646,1543.3288032176354,-43.32880321763536
2021,2021-09-18,Iowa,Kent State,W,23,1604.4107786971467,1461.5752961851324,1631.122524098281,1434.863550783998,26.711745401134227
2021,2021-09-18,Kent State,Iowa,L,-23,1500.0,1565.9860748822791,1461.5752961851324,1604.4107786971467,-38.42470381486759
2021,2021-09-18,UTSA,Middle Tennessee,W,14,1559.4965023864083,1393.1994476969176,1579.716268315826,1372.9796817674999,20.21976592941773
2021,2021-09-18,San Diego State,Utah,W,2,1625.0394589841917,1428.670069500125,1632.0550328919273,1421.6544955923894,7.015573907735684
2021,2021-09-18,Utah State,Air Force,W,4,1500.0,1580.0848609352754,1528.949209901858,1551.1356510334174,28.949209901857916
2021,2021-09-18,Rice,Texas,L,-58,1416.9353601650223,1420.4774246175614,1369.4246975003605,1467.9880872822232,-47.51066266466175
2021,2021-09-18,Pittsburgh,Western Michigan,L,-3,1534.0878687933507,1524.2624571937952,1511.531902754117,1546.8184232330289,-22.55596603923374
2021,2021-09-18,Penn State,Auburn,W,8,1583.0646398349777,1500.0,1607.6510680263254,1475.4135718086523,24.58642819134776
2021,2021-09-18,Ole Miss,Tulane,W,40,1500.0,1500.0,1548.0,1452.0,48.0
2021,2021-09-18,Old Dominion,Liberty,L,-28,1460.3701199466218,1600.8403604777861,1431.7331498905585,1629.4773305338495,-28.636970056063404
2021,2021-09-18,Oklahoma State,Boise State,W,1,1551.1809465249607,1583.0646398349777,1562.862944908892,1571.3826414510465,11.681998383931079
2021,2021-09-18,Oklahoma,Nebraska,W,7,1537.502465136483,1544.8331577647853,1571.1947581259235,1511.1408647753447,33.692292989440695
2021,2021-09-18,Iowa State,UNLV,W,45,1434.0139251177209,1416.9353601650223,1479.6563327656131,1371.29295251713,45.6424076478922
2021,2021-09-18,Northwestern,Duke,L,-7,1500.0,1500.0,1466.7289353331225,1533.2710646668775,-33.27106466687737
2021,2021-09-18,Ohio State,Tulsa,W,21,1448.598466327988,1448.8190534750393,1496.6289415644835,1400.7885782385438,48.030475236495526
2021,2021-09-18,North Texas,UAB,L,-34,1418.5079114122805,1416.9353601650223,1370.2906569122558,1465.152614665047,-48.21725450002466
2021,2021-09-18,North Carolina,Virginia,W,20,1629.9588017829583,1528.1647385720669,1661.1821436623056,1496.9413966927195,31.223341879347338
2021,2021-09-18,New Mexico,Texas A&M,L,-34,1553.2277091137953,1540.615321507478,1503.4860083701753,1590.357022251098,-49.74170074361998
2021,2021-09-18,Nevada,Kansas State,L,-21,1452.0,1548.0,1419.4248854164484,1580.5751145835516,-32.57511458355145
2021,2021-09-18,Utah,San Diego State,L,-2,1436.2670218981475,1617.4425065861692,1428.670069500125,1625.0394589841917,-7.596952398022588
2021,2021-09-18,Purdue,Notre Dame,L,-14,1548.0,1540.615321507478,1504.118628254414,1584.496693253064,-43.88137174558594
2021,2021-09-18,Louisiana Tech,SMU,L,-2,1500.0,1581.4920885877195,1487.6177989435025,1593.874289644217,-12.382201056497541
2021,2021-09-18,Michigan State,Miami,W,21,1548.0,1452.0,1580.5751145835516,1419.4248854164484,32.57511458355146
2021,2021-09-18,Kansas,Baylor,L,-38,1416.9353601650223,1500.0,1380.197402215349,1536.7379579496733,-36.73795794967326
2021,2021-09-18,Northern Illinois,Michigan,L,-53,1411.881455955066,1610.3433326413397,1388.6616527819167,1633.563135814489,-23.21980317314941
2021,2021-09-19,San Jose State,Hawai'i,W,4,1452.0,1421.5999906073778,1474.718741315914,1398.8812492914637,22.718741315914095
2021,2021-09-24,NC State,Virginia,W,20,1499.0523668510116,1438.470169499496,1536.7599079561712,1400.7626283943364,37.70754110515958
2021,2021-09-24,Middle Tennessee,Charlotte,L,-3,1354.4731629111814,1434.946953187645,1338.7755593288148,1450.6445567700116,-15.697603582366568
2021,2021-09-24,Charlotte,Middle Tennessee,W,3,1416.4404343313265,1372.9796817674999,1434.946953187645,1354.4731629111814,18.506518856318454
2021,2021-09-24,Syracuse,Liberty,W,3,1434.0139251177209,1629.4773305338495,1461.4176400830115,1602.0736155685588,27.40371496529073
2021,2021-09-24,Liberty,Syracuse,L,-3,1602.0736155685588,1461.4176400830115,1575.6044127274813,1487.886842924089,-26.469202841077408
2021,2021-09-24,UNLV,Fresno State,L,-8,1322.2476828128526,1530.0674358849642,1309.044250599261,1543.2708680985559,-13.20343221359176
2021,2021-09-24,Virginia,Wake Forest,L,-20,1496.9413966927195,1580.5751145835516,1462.9628481630327,1614.5536631132384,-33.978548529686826
2021,2021-09-24,Fresno State,UNLV,W,8,1514.5184882087244,1337.7966304890924,1530.0674358849642,1322.2476828128526,15.548947676239804
2021,2021-09-24,Wake Forest,Virginia,W,20,1614.5536631132384,1462.9628481630327,1639.046341776775,1438.470169499496,24.492678663536708
2021,2021-09-25,South Carolina,Kentucky,L,-6,1468.137516433461,1558.3503259871459,1447.069968408589,1579.4178740120178,-21.067548024872053
2021,2021-09-25,Ohio,Northwestern,L,-29,1372.344021493483,1486.2410126843934,1339.5390116425383,1519.0460225353381,-32.80500985094484
2021,2021-09-25,Notre Dame,Wisconsin,W,28,1658.7509742535149,1539.4881981611863,1690.5216326890488,1507.7175397256524,31.770658435533853
2021,2021-09-25,Northwestern,Ohio,W,29,1441.6496740128541,1416.9353601650223,1486.2410126843934,1372.344021493483,44.591338671539134
2021,2021-09-25,North Texas,Louisiana Tech,L,-7,1335.080080691156,1476.5862819654901,1317.4863284927812,1494.1800341638648,-17.593752198374695
2021,2021-09-25,North Carolina,Georgia Tech,L,-23,1597.7995059868445,1508.3272596791478,1540.0132468558338,1566.1135188101584,-57.786259131010624
2021,2021-09-25,New Mexico,UTEP,L,-7,1431.2463042966576,1452.9327336941913,1400.7995973714637,1483.3794406193852,-30.446706925194
2021,2021-09-25,Iowa State,Baylor,L,-2,1498.9786505351294,1578.6387222453113,1486.4922306861981,1591.1251420942426,-12.486419848931197
2021,2021-09-25,Arkansas State,Tulsa,L,-7,1326.8851304450948,1400.236919488644,1302.5631697086608,1424.558880225078,-24.32196073643389
