"week","season","Team","opponent","code","date","win_loss","OT","OT_num","pass","rush","rec","points_allowed","points_scored","point_differential","home_game","CONF","SOR","FPI","SOS","GC","AVGWP","AP_rank","opponent_rank","rank_change","ranked_opponent"
15,2024,"Ohio State","Tennessee",194,"Sat, Dec 21",1,0,0,311,80,103,17,42,25,1,"Big Ten",1,1,2,1,1,7,6,5,TRUE
15,2024,"Oregon","Ohio State",2483,"Wed, Jan 1",0,0,0,299,14,116,41,21,-20,1,"Big Ten",2,8,19,5,7,1,7,0,TRUE
15,2024,"Penn State","Oregon",213,"Sat, Dec 7",0,0,0,226,124,84,45,37,-8,1,"Big Ten",6,6,10,8,13,3,1,-1,TRUE
15,2024,"South Carolina","Illinois",2579,"Tue, Dec 31",0,0,0,260,69,69,21,17,-4,1,"SEC",19,15,21,9,19,13,21,-3,TRUE
15,2024,"Tennessee","Ohio State",2633,"Sat, Dec 21",0,0,0,104,77,40,42,17,-25,0,"SEC",9,9,16,11,15,6,7,-1,TRUE
15,2024,"Texas","Georgia",251,"Sat, Dec 7",0,1,1,358,51,162,22,19,-3,1,"SEC",5,2,6,2,3,2,5,-1,TRUE
15,2024,"UNLV","Boise State",2439,"Fri, Dec 6",0,0,0,110,95,32,21,7,-14,0,"Mountain West",31,40,87,37,17,19,10,-2,TRUE
16,2021,"Alabama","Georgia",333,"Mon, Jan 10",0,0,0,369,68,102,33,18,-15,1,"SEC",2,2,1,2,3,2,1,1,TRUE
16,2021,"Georgia","Alabama",61,"Mon, Jan 10",1,0,0,224,84,52,18,33,15,1,"SEC",1,1,3,1,1,1,2,-2,TRUE
16,2022,"Georgia","TCU",61,"Mon, Jan 9",1,0,0,304,50,152,7,65,58,1,"SEC",1,1,8,1,1,1,2,0,TRUE
16,2022,"TCU","Georgia",2628,"Mon, Jan 9",0,0,0,152,59,101,65,7,-58,1,"Big 12",2,13,4,13,30,2,1,-1,TRUE
16,2023,"Michigan","Washington",130,"Mon, Jan 8",1,0,0,140,134,64,13,34,21,1,"Big Ten",1,1,7,1,1,1,2,0,TRUE
16,2023,"Washington","Michigan",264,"Mon, Jan 8",0,0,0,255,33,87,34,13,-21,1,"Pac-12",2,12,1,3,8,2,1,0,TRUE
16,2024,"Arizona State","Texas",9,"Wed, Jan 1",0,1,2,222,143,99,39,31,-8,1,"Big 12",14,21,39,19,24,7,3,-5,TRUE
16,2024,"Clemson","Texas",228,"Sat, Dec 21",0,0,0,336,44,116,38,24,-14,0,"ACC",25,14,28,10,10,11,3,-7,TRUE
16,2024,"Georgia","Notre Dame",61,"Thu, Jan 2",0,0,0,234,38,67,23,10,-13,1,"SEC",4,7,1,12,46,6,2,1,TRUE
16,2024,"Notre Dame","Georgia",87,"Thu, Jan 2",1,0,0,90,80,46,10,23,13,1,"FBS Indep.",3,3,4,4,5,2,6,-2,TRUE
16,2024,"Penn State","SMU",213,"Sat, Dec 21",1,0,0,127,90,48,10,38,28,1,"Big Ten",6,6,10,8,13,5,11,2,TRUE
16,2024,"SMU","Clemson",2567,"Sat, Dec 7",0,0,0,304,113,97,34,31,-3,1,"ACC",18,13,41,18,16,11,11,2,TRUE
16,2024,"Texas","Clemson",251,"Sat, Dec 21",1,0,0,202,146,77,24,38,14,1,"SEC",5,2,6,2,3,3,11,1,TRUE
2,2021,"Iowa","Iowa State",2294,"Sat, Sep 11",1,0,0,106,55,36,17,27,10,0,"Big Ten",16,32,23,33,54,12,10,-6,TRUE
2,2021,"Ohio State","Oregon",194,"Sat, Sep 11",0,0,0,484,77,145,35,28,-7,1,"Big Ten",8,3,27,4,8,3,11,-1,TRUE
2,2021,"Oregon","Ohio State",2483,"Sat, Sep 11",1,0,0,236,161,34,28,35,7,0,"Pac-12",20,30,8,23,37,11,3,-1,TRUE
2,2022,"Alabama","Texas",333,"Sat, Sep 10",1,0,0,213,97,74,19,20,1,0,"SEC",4,2,9,3,4,1,22,0,TRUE
2,2022,"BYU","Baylor",252,"Sat, Sep 10",1,1,2,261,31,122,20,26,6,1,"FBS Indep.",52,65,73,58,55,25,8,-1,TRUE
2,2022,"Florida","Kentucky",57,"Sat, Sep 10",0,0,0,143,62,50,26,16,-10,1,"SEC",44,33,3,45,81,19,20,-7,TRUE
2,2022,"Kentucky","Florida",96,"Sat, Sep 10",1,0,0,202,80,83,16,26,10,0,"SEC",40,44,16,48,73,20,19,-1,TRUE
2,2022,"Texas","Alabama",251,"Sat, Sep 10",0,0,0,158,57,97,20,19,-1,1,"Big 12",21,7,24,9,13,22,1,4,TRUE
2,2023,"Alabama","Texas",333,"Sat, Sep 9",0,0,0,255,45,68,34,24,-10,1,"SEC",4,6,2,7,15,3,10,0,TRUE
2,2023,"Texas","Alabama",251,"Sat, Sep 9",1,0,0,349,57,114,24,34,10,0,"Big 12",9,7,12,4,5,10,3,-2,TRUE
2,2023,"Tulane","Ole Miss",2655,"Sat, Sep 9",0,0,0,231,92,94,37,20,-17,1,"American",30,56,93,36,14,22,20,-1,TRUE
2,2024,"Michigan","Texas",130,"Sat, Sep 7",0,0,0,204,41,70,31,12,-19,1,"Big Ten",22,29,5,23,51,9,3,1,TRUE
2,2024,"Texas","Michigan",251,"Sat, Sep 7",1,0,0,246,55,98,12,31,19,0,"SEC",5,2,6,2,3,3,9,-1,TRUE
3,2021,"Alabama","Florida",333,"Sat, Sep 18",1,0,0,240,78,61,29,31,2,0,"SEC",2,2,1,2,3,1,9,0,TRUE
3,2021,"Arizona State","BYU",9,"Sat, Sep 18",0,0,0,265,82,65,27,17,-10,0,"Pac-12",49,39,61,61,63,21,23,-4,TRUE
3,2021,"Auburn","Penn State",2,"Sat, Sep 18",0,0,0,185,102,66,28,20,-8,0,"SEC",48,20,4,29,58,20,12,-6,TRUE
3,2021,"BYU","Arizona State",252,"Sat, Sep 18",1,0,0,214,69,95,17,27,10,1,"FBS Indep.",25,40,70,21,17,23,21,-3,TRUE
3,2021,"Florida","Alabama",57,"Sat, Sep 18",0,0,0,195,86,51,31,29,-2,1,"SEC",67,34,17,45,62,9,1,0,TRUE
3,2021,"Penn State","Auburn",213,"Sat, Sep 18",1,0,0,280,45,78,20,28,8,1,"Big Ten",37,17,10,14,33,12,20,-1,TRUE
3,2022,"BYU","Oregon",252,"Sat, Sep 17",0,0,0,305,28,60,41,20,-21,0,"FBS Indep.",52,65,73,58,55,14,24,-11,TRUE
3,2022,"Miami","Texas A&M",2390,"Sat, Sep 17",0,0,0,217,85,56,17,9,-8,0,"ACC",79,69,67,90,99,13,22,-3,TRUE
3,2022,"Oregon","BYU",2483,"Sat, Sep 17",1,0,0,222,97,84,20,41,21,1,"Pac-12",13,14,23,11,12,24,14,12,TRUE
3,2024,"Arizona","Kansas State",12,"Fri, Sep 13",0,0,0,268,48,138,31,7,-24,0,"Big 12",88,80,58,92,116,18,15,-3,TRUE
3,2024,"Kansas State","Arizona",2306,"Fri, Sep 13",1,0,0,156,110,60,7,31,24,1,"Big 12",28,24,51,42,59,15,18,-1,TRUE
4,2021,"Arkansas","Texas A&M",8,"Sat, Sep 25",1,0,0,212,82,167,10,20,10,1,"SEC",14,21,2,20,41,18,5,-6,TRUE
4,2021,"Fresno State","UCLA",278,"Sat, Sep 18",1,0,0,455,136,141,37,40,3,0,"Mountain West",30,53,95,37,19,25,24,-1,TRUE
4,2021,"Notre Dame","Wisconsin",87,"Sat, Sep 25",1,0,0,158,33,76,13,41,28,1,"FBS Indep.",10,6,43,9,11,10,15,0,TRUE
4,2021,"Texas A&M","Arkansas",245,"Sat, Sep 25",0,0,0,151,95,35,20,10,-10,1,"SEC",29,14,52,30,28,5,18,0,TRUE
4,2021,"UCLA","Fresno State",26,"Sat, Sep 18",0,0,0,278,67,113,40,37,-3,1,"Pac-12",36,31,76,41,36,24,25,8,TRUE
4,2021,"Wisconsin","Notre Dame",275,"Sat, Sep 25",0,0,0,240,54,69,41,13,-28,1,"Big Ten",22,13,35,7,14,15,10,-2,TRUE
4,2022,"Arkansas","Texas A&M",8,"Sat, Sep 24",0,0,0,171,105,57,23,21,-2,1,"SEC",37,36,34,39,67,10,20,-7,TRUE
4,2022,"Clemson","Wake Forest",228,"Sat, Sep 24",1,1,2,371,104,84,45,51,6,0,"ACC",14,9,42,15,15,5,16,1,TRUE
4,2022,"Florida","Tennessee",57,"Sat, Sep 24",0,0,0,453,62,155,38,33,-5,0,"SEC",44,33,3,45,81,22,12,1,TRUE
4,2022,"NC State","Clemson",154,"Sat, Sep 24",0,1,2,337,73,141,51,45,-6,1,"ACC",33,39,53,32,40,11,5,-1,TRUE
4,2022,"Tennessee","Florida",2633,"Sat, Sep 24",1,0,0,349,112,102,33,38,5,1,"SEC",5,5,7,4,8,12,22,-4,TRUE
4,2022,"Texas A&M","Arkansas",245,"Sat, Sep 24",1,0,0,151,159,50,21,23,2,1,"SEC",68,35,25,54,79,20,10,-2,TRUE
4,2022,"Wake Forest","Clemson",154,"Sat, Sep 24",0,1,2,337,73,141,51,45,-6,1,"ACC",35,32,58,26,28,16,5,-2,TRUE
4,2023,"Alabama","Ole Miss",333,"Sat, Sep 23",1,0,0,225,105,63,10,24,14,1,"SEC",4,6,2,7,15,12,16,2,TRUE
4,2023,"Clemson","Florida State",228,"Sat, Sep 23",0,1,1,283,69,84,31,24,-7,1,"ACC",22,19,48,15,19,23,3,1,TRUE
4,2023,"Colorado","Oregon",38,"Sat, Sep 23",0,0,0,159,31,75,42,6,-36,0,"Pac-12",77,77,39,80,115,19,11,-2,TRUE
4,2023,"Florida State","Clemson",52,"Sat, Sep 23",1,1,1,289,25,94,24,31,7,0,"ACC",5,13,36,17,21,3,23,0,TRUE
4,2023,"Iowa","Penn State",2294,"Sat, Sep 23",0,0,0,42,18,35,31,0,-31,0,"Big Ten",20,46,19,40,55,22,7,-2,TRUE
4,2023,"Ohio State","Notre Dame",194,"Sat, Sep 23",1,0,0,240,104,96,14,17,3,0,"Big Ten",7,3,5,6,7,4,9,0,TRUE
4,2023,"Ole Miss","Alabama",145,"Sat, Sep 23",0,0,0,244,56,88,24,10,-14,0,"SEC",6,15,3,12,17,16,12,-3,TRUE
4,2023,"Oregon","Colorado",2483,"Sat, Sep 23",1,0,0,276,89,126,6,42,36,1,"Pac-12",10,4,52,5,2,11,19,-2,TRUE
4,2023,"Oregon State","Washington State",204,"Sat, Sep 23",0,0,0,198,101,76,38,35,-3,0,"Pac-12",31,21,25,20,34,15,24,-2,TRUE
4,2023,"Penn State","Iowa",213,"Sat, Sep 23",1,0,0,166,72,66,0,31,31,1,"Big Ten",12,5,22,11,13,7,22,0,TRUE
4,2023,"UCLA","Utah",26,"Sat, Sep 23",0,0,0,234,31,69,14,7,-7,0,"Pac-12",45,35,63,47,57,25,10,-1,TRUE
4,2023,"Utah","UCLA",254,"Sat, Sep 23",1,0,0,117,86,57,7,14,7,1,"Pac-12",28,25,29,37,62,10,25,-2,TRUE
4,2023,"Washington State","Oregon State",265,"Sat, Sep 23",1,0,0,404,46,174,35,38,3,1,"Pac-12",71,51,46,41,60,24,15,-2,TRUE
4,2024,"Michigan","USC",130,"Sat, Sep 21",1,0,0,32,159,10,24,27,3,1,"Big Ten",22,29,5,23,51,17,12,1,TRUE
4,2024,"Oklahoma","Tennessee",201,"Sat, Sep 21",0,0,0,132,22,79,25,15,-10,1,"SEC",42,30,9,35,77,13,7,0,TRUE
4,2024,"Oklahoma State","Utah",197,"Sat, Sep 21",0,0,0,206,42,50,22,19,-3,1,"Big 12",94,68,46,85,121,15,10,1,TRUE
4,2024,"Tennessee","Oklahoma",2633,"Sat, Sep 21",1,0,0,194,92,92,15,25,10,0,"SEC",9,9,16,11,15,7,13,-2,TRUE
4,2024,"USC","Michigan",30,"Sat, Sep 21",0,0,0,283,100,98,27,24,-3,0,"Big Ten",38,17,27,31,68,12,17,-2,TRUE
4,2024,"Utah","Oklahoma State",254,"Sat, Sep 21",1,0,0,207,182,95,19,22,3,0,"Big 12",72,46,72,50,63,10,15,0,TRUE
5,2021,"Alabama","Ole Miss",333,"Sat, Oct 2",1,0,0,241,171,65,21,42,21,1,"SEC",2,2,1,2,3,1,12,0,TRUE
5,2021,"Arkansas","Georgia",8,"Sat, Oct 2",0,0,0,65,28,22,37,0,-37,0,"SEC",14,21,2,20,41,11,2,-7,TRUE
5,2021,"Baylor","Oklahoma State",239,"Sat, Oct 2",0,0,0,173,97,88,24,14,-10,0,"Big 12",7,15,25,6,7,24,18,-2,TRUE
5,2021,"Cincinnati","Notre Dame",2132,"Sat, Oct 2",1,0,0,297,71,144,13,24,11,0,"American",6,10,54,5,2,8,7,0,TRUE
5,2021,"Florida","Kentucky",57,"Sat, Oct 2",0,0,0,203,63,59,20,13,-7,0,"SEC",67,34,17,45,62,9,23,-2,TRUE
5,2021,"Georgia","Arkansas",61,"Sat, Oct 2",1,0,0,72,87,27,0,37,37,1,"SEC",1,1,3,1,1,2,11,0,TRUE
5,2021,"Kentucky","Florida",96,"Sat, Oct 2",1,0,0,87,99,65,13,20,7,1,"SEC",19,28,32,15,15,23,9,-3,TRUE
5,2021,"Notre Dame","Cincinnati",87,"Sat, Oct 2",0,0,0,143,45,93,24,13,-11,1,"FBS Indep.",10,6,43,9,11,7,8,-3,TRUE
5,2021,"Oklahoma State","Baylor",197,"Sat, Oct 2",1,0,0,182,125,110,14,24,10,1,"Big 12",4,7,18,10,23,18,24,-4,TRUE
5,2021,"Ole Miss","Alabama",145,"Sat, Oct 2",0,0,0,213,47,53,42,21,-21,0,"SEC",12,18,19,8,16,12,1,-4,TRUE
5,2022,"Alabama","Arkansas",333,"Sat, Oct 1",1,0,0,173,206,92,26,49,23,0,"SEC",4,2,9,3,4,2,19,0,TRUE
5,2022,"Arkansas","Alabama",8,"Sat, Oct 1",0,0,0,155,101,48,49,26,-23,1,"SEC",37,36,34,39,67,19,2,9,TRUE
5,2022,"Baylor","Oklahoma State",239,"Sat, Oct 1",0,0,0,345,85,174,36,25,-11,1,"Big 12",57,26,37,29,53,14,7,-3,TRUE
5,2022,"Clemson","NC State",228,"Sat, Oct 1",1,0,0,209,73,54,20,30,10,1,"ACC",14,9,42,15,15,5,10,0,TRUE
5,2022,"Florida State","Wake Forest",52,"Sat, Oct 1",0,0,0,281,87,85,31,21,-10,1,"ACC",16,11,50,12,10,22,21,-4,TRUE
5,2022,"Kentucky","Ole Miss",96,"Sat, Oct 1",0,0,0,220,72,81,22,19,-3,0,"SEC",40,44,16,48,73,8,11,-1,TRUE
5,2022,"NC State","Florida State",154,"Sat, Oct 1",1,0,0,234,114,91,21,31,10,0,"ACC",33,39,53,32,40,10,22,-1,TRUE
5,2022,"Oklahoma State","Baylor",197,"Sat, Oct 1",1,0,0,181,75,86,25,36,11,0,"Big 12",42,38,38,44,71,7,14,-3,TRUE
5,2022,"Ole Miss","Kentucky",145,"Sat, Oct 1",1,0,0,213,106,100,19,22,3,1,"SEC",28,18,36,20,31,11,8,-2,TRUE
5,2022,"Wake Forest","Florida State",154,"Sat, Oct 1",1,0,0,234,114,91,21,31,10,0,"ACC",35,32,58,26,28,21,22,5,TRUE
5,2023,"Duke","Notre Dame",150,"Sat, Sep 30",0,0,0,134,88,67,21,14,-7,1,"ACC",35,29,49,29,39,16,13,-4,TRUE
5,2023,"Kansas","Texas",2305,"Sat, Sep 30",0,0,0,136,45,58,40,14,-26,0,"Big 12",24,28,43,18,22,24,5,-2,TRUE
5,2023,"LSU","Ole Miss",99,"Sat, Sep 30",0,0,0,414,101,124,55,49,-6,0,"SEC",11,10,17,16,28,12,20,-1,TRUE
5,2023,"Notre Dame","Ohio State",87,"Sat, Sep 23",0,0,0,175,70,75,17,14,-3,1,"FBS Indep.",13,8,44,9,6,13,3,4,TRUE
5,2023,"Ole Miss","LSU",145,"Sat, Sep 30",1,0,0,389,177,153,49,55,6,1,"SEC",6,15,3,12,17,20,12,4,TRUE
5,2023,"Oregon State","Utah",204,"Fri, Sep 29",1,0,0,204,65,100,7,21,14,1,"Pac-12",31,21,25,20,34,21,10,6,TRUE
5,2023,"Texas","Kansas",251,"Sat, Sep 30",1,0,0,325,218,141,14,40,26,1,"Big 12",9,7,12,4,5,5,24,-1,TRUE
5,2023,"Utah","Oregon State",254,"Fri, Sep 29",0,0,0,101,58,59,21,7,-14,0,"Pac-12",28,25,29,37,62,10,21,0,TRUE
5,2024,"Alabama","Georgia",333,"Sat, Sep 28",1,0,0,374,117,177,34,41,7,1,"SEC",17,4,20,7,12,4,1,0,TRUE
5,2024,"Georgia","Alabama",61,"Sat, Sep 28",0,0,0,439,55,132,41,34,-7,0,"SEC",4,7,1,12,46,1,4,0,TRUE
5,2024,"Illinois","Penn State",356,"Sat, Sep 28",0,0,0,185,64,43,21,7,-14,0,"Big Ten",11,42,30,34,36,21,8,-5,TRUE
5,2024,"Kansas State","Oklahoma State",2306,"Sat, Sep 28",1,0,0,259,187,78,20,42,22,1,"Big 12",28,24,51,42,59,25,20,11,TRUE
5,2024,"Louisville","Notre Dame",97,"Sat, Sep 28",0,0,0,264,72,71,31,24,-7,0,"ACC",23,12,31,17,25,17,14,-3,TRUE
5,2024,"Notre Dame","Louisville",87,"Sat, Sep 28",1,0,0,163,52,61,24,31,7,1,"FBS Indep.",3,3,4,4,5,14,17,-4,TRUE
5,2024,"Oklahoma State","Kansas State",197,"Sat, Sep 28",0,0,0,364,76,157,42,20,-22,0,"Big 12",94,68,46,85,121,20,25,5,TRUE
5,2024,"Penn State","Illinois",213,"Sat, Sep 28",1,0,0,135,102,38,7,21,14,1,"Big Ten",6,6,10,8,13,8,21,0,TRUE
6,2021,"Arkansas","Ole Miss",8,"Sat, Oct 9",0,0,0,326,139,136,52,51,-1,0,"SEC",14,21,2,20,41,16,17,5,TRUE
6,2021,"Auburn","Georgia",2,"Sat, Oct 9",0,0,0,217,28,59,34,10,-24,1,"SEC",48,20,4,29,58,19,2,-3,TRUE
6,2021,"Georgia","Auburn",61,"Sat, Oct 9",1,0,0,231,79,135,10,34,24,0,"SEC",1,1,3,1,1,2,19,0,TRUE
6,2021,"Iowa","Penn State",2294,"Sat, Oct 9",1,0,0,195,88,73,20,23,3,1,"Big Ten",16,32,23,33,54,3,4,-2,TRUE
6,2021,"Oklahoma","Texas",201,"Sat, Oct 9",1,0,0,212,217,136,48,55,7,1,"Big 12",9,5,40,16,20,5,23,1,TRUE
6,2021,"Ole Miss","Arkansas",145,"Sat, Oct 9",1,0,0,287,111,127,51,52,1,1,"SEC",12,18,19,8,16,17,16,5,TRUE
6,2021,"Penn State","Iowa",213,"Sat, Oct 9",0,0,0,146,36,61,23,20,-3,0,"Big Ten",37,17,10,14,33,4,3,-2,TRUE
6,2021,"Texas","Oklahoma",251,"Sat, Oct 9",0,0,0,388,137,261,55,48,-7,1,"Big 12",56,24,31,28,55,23,5,-3,TRUE
6,2022,"Arkansas","Mississippi State",8,"Sat, Oct 8",0,0,0,234,114,113,40,17,-23,0,"SEC",37,36,34,39,67,25,23,6,TRUE
6,2022,"Kansas","TCU",2305,"Sat, Oct 8",0,0,0,262,88,98,38,31,-7,1,"Big 12",48,58,31,56,91,17,18,-9,TRUE
6,2022,"Mississippi State","Arkansas",344,"Sat, Oct 8",1,0,0,406,89,80,17,40,23,1,"SEC",15,15,5,10,26,23,25,-3,TRUE
6,2022,"TCU","Kansas",2628,"Sat, Oct 8",1,0,0,308,88,206,31,38,7,0,"Big 12",2,13,4,13,30,18,17,-8,TRUE
6,2022,"UCLA","Utah",26,"Sat, Oct 8",1,0,0,299,198,70,32,42,10,1,"Pac-12",29,27,64,28,17,19,11,-7,TRUE
6,2022,"Utah","UCLA",254,"Sat, Oct 8",0,0,0,287,91,87,42,32,-10,0,"Pac-12",19,8,41,19,25,11,19,-2,TRUE
6,2023,"Georgia","Kentucky",61,"Sat, Oct 7",1,0,0,389,54,132,13,51,38,1,"SEC",3,2,23,2,3,1,20,0,TRUE
6,2023,"Kentucky","Georgia",96,"Sat, Oct 7",0,0,0,128,59,65,51,13,-38,0,"SEC",37,33,13,28,50,20,1,-6,TRUE
6,2023,"Louisville","Notre Dame",97,"Sat, Oct 7",1,0,0,145,143,75,20,33,13,1,"ACC",21,23,47,21,25,25,11,-1,TRUE
6,2023,"LSU","Missouri",99,"Sat, Oct 7",1,0,0,259,134,146,39,49,10,0,"SEC",11,10,17,16,28,23,22,11,TRUE
6,2023,"Missouri","LSU",142,"Sat, Oct 7",0,0,0,411,114,149,49,39,-10,1,"SEC",8,14,9,8,12,22,23,0,TRUE
6,2023,"Notre Dame","Duke",87,"Sat, Sep 30",1,0,0,222,81,134,14,21,7,0,"FBS Indep.",13,8,44,9,6,11,21,-2,TRUE
6,2023,"Oklahoma","Texas",201,"Sat, Oct 7",1,0,0,285,113,130,30,34,4,1,"Big 12",14,9,50,10,9,12,4,-2,TRUE
6,2023,"Texas","Oklahoma",251,"Sat, Oct 7",0,0,0,346,129,115,34,30,-4,1,"Big 12",9,7,12,4,5,4,12,-1,TRUE
6,2024,"Missouri","Texas A&M",142,"Sat, Oct 5",0,0,0,186,30,82,41,10,-31,0,"SEC",12,20,34,39,54,9,21,1,TRUE
6,2024,"Texas A&M","Missouri",245,"Sat, Oct 5",1,0,0,276,138,76,10,41,31,1,"SEC",24,16,13,13,26,21,9,-3,TRUE
7,2021,"Georgia","Kentucky",61,"Sat, Oct 16",1,0,0,250,51,101,13,30,17,1,"SEC",1,1,3,1,1,1,11,-1,TRUE
7,2021,"Kentucky","Georgia",96,"Sat, Oct 16",0,0,0,193,14,39,30,13,-17,0,"SEC",19,28,32,15,15,11,1,-3,TRUE
7,2022,"Alabama","Tennessee",333,"Sat, Oct 15",0,0,0,455,103,90,52,49,-3,0,"SEC",4,2,9,3,4,1,8,0,TRUE
7,2022,"Baylor","Kansas",239,"Sat, Oct 22",1,0,0,164,186,39,23,35,12,1,"Big 12",57,26,37,29,53,23,20,1,TRUE
7,2022,"Kentucky","Mississippi State",96,"Sat, Oct 15",1,0,0,230,197,62,17,27,10,1,"SEC",40,44,16,48,73,22,17,9,TRUE
7,2022,"Michigan","Penn State",130,"Sat, Oct 15",1,0,0,145,173,43,17,41,24,1,"Big Ten",3,4,28,7,3,4,10,0,TRUE
7,2022,"Mississippi State","Kentucky",344,"Sat, Oct 15",0,0,0,203,16,60,27,17,-10,0,"SEC",15,15,5,10,26,17,22,-6,TRUE
7,2022,"Oklahoma State","TCU",197,"Sat, Oct 15",0,1,2,245,72,79,43,40,-3,0,"Big 12",42,38,38,44,71,7,15,0,TRUE
7,2022,"Penn State","Michigan",213,"Sat, Oct 15",0,0,0,120,74,57,41,17,-24,0,"Big Ten",7,6,20,5,5,10,4,-2,TRUE
7,2022,"Syracuse","NC State",183,"Sat, Oct 15",1,0,0,210,98,141,9,24,15,1,"ACC",50,47,49,57,70,18,13,-8,TRUE
7,2022,"TCU","Oklahoma State",2628,"Sat, Oct 15",1,1,2,286,104,180,40,43,3,1,"Big 12",2,13,4,13,30,15,7,-3,TRUE
7,2022,"Tennessee","Alabama",2633,"Sat, Oct 15",1,0,0,385,71,207,49,52,3,1,"SEC",5,5,7,4,8,8,1,0,TRUE
7,2022,"USC","Utah",30,"Sat, Oct 15",0,0,0,381,76,145,43,42,-1,0,"Pac-12",11,16,35,6,7,6,19,0,TRUE
7,2022,"Utah","USC",254,"Sat, Oct 15",1,0,0,415,60,234,42,43,1,1,"Pac-12",19,8,41,19,25,19,6,8,TRUE
7,2023,"Kentucky","Missouri",96,"Sat, Oct 14",0,0,0,120,128,32,38,21,-17,1,"SEC",37,33,13,28,50,23,25,3,TRUE
7,2023,"Missouri","Kentucky",142,"Sat, Oct 14",1,0,0,175,71,66,21,38,17,0,"SEC",8,14,9,8,12,25,23,3,TRUE
7,2023,"Notre Dame","Louisville",87,"Sat, Oct 7",0,0,0,254,37,71,33,20,-13,0,"FBS Indep.",13,8,44,9,6,21,15,10,TRUE
7,2023,"Oregon","Washington",2483,"Sat, Oct 14",0,0,0,337,127,154,36,33,-3,0,"Pac-12",10,4,52,5,2,8,6,-1,TRUE
7,2023,"Oregon State","UCLA",204,"Sat, Oct 14",1,0,0,266,90,87,24,36,12,1,"Pac-12",31,21,25,20,34,14,22,-2,TRUE
7,2023,"UCLA","Oregon State",26,"Sat, Oct 14",0,0,0,165,110,48,36,24,-12,0,"Pac-12",45,35,63,47,57,22,14,-4,TRUE
7,2023,"Washington","Oregon",264,"Sat, Oct 14",1,0,0,302,100,128,33,36,3,1,"Pac-12",2,12,1,3,8,6,8,-2,TRUE
7,2024,"LSU","Ole Miss",99,"Sat, Oct 12",1,1,1,337,37,111,26,29,3,1,"SEC",10,18,14,15,34,10,8,-3,TRUE
7,2024,"Ohio State","Oregon",194,"Sat, Oct 12",0,0,0,326,87,100,32,31,-1,0,"Big Ten",1,1,2,1,1,2,3,-1,TRUE
7,2024,"Oklahoma","Texas",201,"Sat, Oct 12",0,0,0,148,38,45,34,3,-31,1,"SEC",42,30,9,35,77,16,1,-2,TRUE
7,2024,"Ole Miss","LSU",145,"Sat, Oct 12",0,1,1,284,107,132,29,26,-3,0,"SEC",13,5,37,3,2,8,10,-3,TRUE
7,2024,"Oregon","Ohio State",2483,"Sat, Oct 12",1,0,0,341,115,149,31,32,1,1,"Big Ten",2,8,19,5,7,3,2,-3,TRUE
7,2024,"Texas","Oklahoma",251,"Sat, Oct 12",1,0,0,199,118,91,3,34,31,1,"SEC",5,2,6,2,3,1,16,-1,TRUE
8,2021,"Pittsburgh","Clemson",221,"Sat, Oct 23",1,0,0,302,66,84,17,27,10,1,"ACC",21,12,57,13,9,23,24,-3,TRUE
8,2022,"Alabama","Mississippi State",333,"Sat, Oct 22",1,0,0,249,37,74,6,30,24,1,"SEC",4,2,9,3,4,6,24,5,TRUE
8,2022,"Clemson","Syracuse",228,"Sat, Oct 22",1,0,0,138,172,50,21,27,6,1,"ACC",14,9,42,15,15,5,14,0,TRUE
8,2022,"Kansas State","TCU",2306,"Sat, Oct 22",0,0,0,225,83,69,38,28,-10,0,"Big 12",12,12,11,8,14,17,8,-3,TRUE
8,2022,"Mississippi State","Alabama",344,"Sat, Oct 22",0,0,0,231,53,73,30,6,-24,0,"SEC",15,15,5,10,26,24,6,7,TRUE
8,2022,"Oklahoma State","Texas",197,"Sat, Oct 22",1,0,0,391,64,133,34,41,7,1,"Big 12",42,38,38,44,71,11,21,4,TRUE
8,2022,"Oregon","UCLA",2483,"Sat, Oct 22",1,0,0,283,107,132,30,45,15,1,"Pac-12",13,14,23,11,12,9,10,-3,TRUE
8,2022,"Syracuse","Clemson",183,"Sat, Oct 22",0,0,0,167,71,86,27,21,-6,0,"ACC",50,47,49,57,70,14,5,-4,TRUE
8,2022,"TCU","Kansas State",2628,"Sat, Oct 22",1,0,0,280,153,74,28,38,10,1,"Big 12",2,13,4,13,30,8,17,-7,TRUE
8,2022,"Texas","Oklahoma State",251,"Sat, Oct 22",0,0,0,319,140,78,41,34,-7,0,"Big 12",21,7,24,9,13,21,11,-3,TRUE
8,2022,"UCLA","Oregon",26,"Sat, Oct 22",0,0,0,262,151,101,45,30,-15,0,"Pac-12",29,27,64,28,17,10,9,-9,TRUE
8,2023,"Alabama","Tennessee",333,"Sat, Oct 21",1,0,0,220,115,77,20,34,14,1,"SEC",4,6,2,7,15,8,15,-2,TRUE
8,2023,"Duke","Florida State",150,"Sat, Oct 21",0,0,0,69,110,26,38,20,-18,0,"ACC",35,29,49,29,39,17,4,-1,TRUE
8,2023,"Florida State","Duke",52,"Sat, Oct 21",1,0,0,268,62,58,20,38,18,1,"ACC",5,13,36,17,21,4,17,0,TRUE
8,2023,"Notre Dame","USC",87,"Sat, Oct 14",1,0,0,126,95,62,20,48,28,1,"FBS Indep.",13,8,44,9,6,18,16,-3,TRUE
