"week","season","Team","opponent","code","date","win_loss","OT","OT_num","pass","rush","rec","points_allowed","points_scored","point_differential","home_game","CONF","SOR","FPI","SOS","GC","AVGWP","AP_rank","opponent_rank","rank_change","ranked_opponent"
8,2023,"Ohio State","Penn State",194,"Sat, Oct 21",1,0,0,286,62,162,12,20,8,1,"Big Ten",7,3,5,6,7,3,6,0,TRUE
8,2023,"Penn State","Ohio State",213,"Sat, Oct 21",0,0,0,191,48,52,20,12,-8,0,"Big Ten",12,5,22,11,13,6,3,1,TRUE
8,2023,"Tennessee","Alabama",2633,"Sat, Oct 21",0,0,0,271,59,111,34,20,-14,0,"SEC",18,16,18,14,18,15,8,-2,TRUE
8,2023,"USC","Notre Dame",30,"Sat, Oct 14",0,0,0,199,46,51,48,20,-28,0,"Pac-12",27,18,15,32,53,16,18,7,TRUE
8,2023,"Utah","USC",254,"Sat, Oct 21",1,0,0,235,117,149,32,34,2,0,"Pac-12",28,25,29,37,62,14,16,-2,TRUE
8,2024,"Alabama","Tennessee",333,"Sat, Oct 19",0,0,0,239,42,73,24,17,-7,0,"SEC",17,4,20,7,12,7,10,0,TRUE
8,2024,"Georgia","Texas",61,"Sat, Oct 19",1,0,0,175,87,45,15,30,15,0,"SEC",4,7,1,12,46,4,1,0,TRUE
8,2024,"Illinois","Michigan",356,"Sat, Oct 19",1,0,0,80,54,32,7,21,14,1,"Big Ten",11,42,30,34,36,21,22,-2,TRUE
8,2024,"Indiana","Nebraska",84,"Sat, Oct 19",1,0,0,189,105,65,7,56,49,1,"Big Ten",8,10,35,6,6,18,25,-6,TRUE
8,2024,"Michigan","Illinois",130,"Sat, Oct 19",0,0,0,208,87,83,21,7,-14,0,"Big Ten",22,29,5,23,51,22,21,12,TRUE
8,2024,"Nebraska","Indiana",158,"Sat, Oct 19",0,0,0,234,32,91,56,7,-49,0,"Big Ten",46,38,15,21,30,25,18,-1,TRUE
8,2024,"Tennessee","Alabama",2633,"Sat, Oct 19",1,0,0,194,139,80,17,24,7,1,"SEC",9,9,16,11,15,10,7,1,TRUE
8,2024,"Texas","Georgia",251,"Sat, Oct 19",0,0,0,211,52,77,30,15,-15,1,"SEC",5,2,6,2,3,1,4,0,TRUE
9,2021,"Auburn","Ole Miss",2,"Sat, Oct 30",1,0,0,276,140,79,20,31,11,1,"SEC",48,20,4,29,58,21,9,-5,TRUE
9,2021,"Michigan","Michigan State",130,"Sat, Oct 30",0,0,0,383,59,155,37,33,-4,0,"Big Ten",3,4,5,3,4,6,7,0,TRUE
9,2021,"Michigan State","Michigan",127,"Sat, Oct 30",1,0,0,196,197,80,33,37,4,1,"Big Ten",5,19,13,19,39,7,6,-2,TRUE
9,2021,"Ohio State","Penn State",194,"Sat, Oct 30",1,0,0,305,152,97,24,33,9,1,"Big Ten",8,3,27,4,8,5,17,0,TRUE
9,2021,"Ole Miss","Auburn",145,"Sat, Oct 30",0,0,0,289,57,135,31,20,-11,0,"SEC",12,18,19,8,16,9,21,-3,TRUE
9,2021,"Penn State","Ohio State",213,"Sat, Oct 30",0,0,0,361,20,127,33,24,-9,0,"Big Ten",37,17,10,14,33,17,5,9,TRUE
9,2022,"Kansas State","Oklahoma State",2306,"Sat, Oct 29",1,0,0,296,158,113,0,48,48,1,"Big 12",12,12,11,8,14,22,9,5,TRUE
9,2022,"Kentucky","Tennessee",96,"Sat, Oct 29",0,0,0,98,64,44,44,6,-38,0,"SEC",40,44,16,48,73,17,3,-5,TRUE
9,2022,"Ohio State","Penn State",194,"Sat, Oct 29",1,0,0,354,78,185,31,44,13,0,"Big Ten",6,3,15,2,2,2,13,0,TRUE
9,2022,"Oklahoma State","Kansas State",197,"Sat, Oct 29",0,0,0,147,27,49,48,0,-48,0,"Big 12",42,38,38,44,71,9,22,-2,TRUE
9,2022,"Penn State","Ohio State",213,"Sat, Oct 29",0,0,0,371,76,179,44,31,-13,1,"Big Ten",7,6,20,5,5,13,2,-3,TRUE
9,2022,"Tennessee","Kentucky",2633,"Sat, Oct 29",1,0,0,245,78,138,6,44,38,1,"SEC",5,5,7,4,8,3,17,-5,TRUE
9,2023,"Duke","Louisville",150,"Sat, Oct 28",0,0,0,121,23,92,23,0,-23,0,"ACC",35,29,49,29,39,21,18,4,TRUE
9,2023,"Louisville","Duke",97,"Sat, Oct 28",1,0,0,117,163,73,0,23,23,1,"ACC",21,23,47,21,25,18,21,3,TRUE
9,2023,"Oregon","Utah",2483,"Sat, Oct 28",1,0,0,248,83,99,6,35,29,0,"Pac-12",10,4,52,5,2,9,13,-2,TRUE
9,2023,"USC","Utah",30,"Sat, Oct 21",0,0,0,256,86,112,34,32,-2,1,"Pac-12",27,18,15,32,53,22,13,6,TRUE
9,2023,"Utah","Oregon",254,"Sat, Oct 28",0,0,0,136,39,80,35,6,-29,1,"Pac-12",28,25,29,37,62,13,9,-1,TRUE
9,2024,"Alabama","Missouri",333,"Sat, Oct 26",1,0,0,215,79,82,0,34,34,1,"SEC",17,4,20,7,12,15,17,8,TRUE
9,2024,"Illinois","Oregon",356,"Sat, Oct 26",0,0,0,161,69,72,38,9,-29,0,"Big Ten",11,42,30,34,36,21,1,0,TRUE
9,2024,"LSU","Texas A&M",99,"Sat, Oct 26",0,0,0,405,23,126,38,23,-15,0,"SEC",10,18,14,15,34,7,14,-1,TRUE
9,2024,"Missouri","Alabama",142,"Sat, Oct 26",0,0,0,42,80,23,34,0,-34,0,"SEC",12,20,34,39,54,17,15,1,TRUE
9,2024,"Navy","Notre Dame",2426,"Sat, Oct 26",0,0,0,88,129,39,51,14,-37,1,"American",32,61,74,43,23,24,11,-2,TRUE
9,2024,"Notre Dame","Navy",87,"Sat, Oct 26",1,0,0,178,102,52,14,51,37,1,"FBS Indep.",3,3,4,4,5,11,24,0,TRUE
9,2024,"Oregon","Illinois",2483,"Sat, Oct 26",1,0,0,291,83,102,9,38,29,1,"Big Ten",2,8,19,5,7,1,21,-1,TRUE
9,2024,"Pittsburgh","SMU",221,"Sat, Nov 2",0,0,0,248,49,81,48,25,-23,0,"ACC",54,56,57,66,78,20,22,0,TRUE
9,2024,"Texas","Vanderbilt",251,"Sat, Oct 26",1,0,0,288,79,97,24,27,3,0,"SEC",5,2,6,2,3,6,25,5,TRUE
9,2024,"Texas A&M","LSU",245,"Sat, Oct 26",1,0,0,70,91,54,23,38,15,1,"SEC",24,16,13,13,26,14,7,0,TRUE
9,2024,"Vanderbilt","Texas",238,"Sat, Oct 26",0,0,0,143,67,62,27,24,-3,1,"SEC",36,39,17,33,67,25,6,-1,TRUE
