season,Team,Elo
2023,Washington State Cougars,1466.8863757081326
2023,Wofford,1466.8561279022092
2023,William & Mary,1466.8185620311574
2023,East Tennessee State,1466.79868948097
2023,Furman,1466.3008943807351
2023,UT Martin,1466.1856805649618
2023,Jackson State,1466.0598678877993
2023,Western Carolina,1465.764818683241
2023,Norfolk State,1465.633982138504
2023,Southeast Missouri State,1465.3626680780437
2023,North Dakota,1465.026019409394
2023,Howard,1464.8909966506342
2023,Purdue,1464.7114265797152
2023,Western Illinois,1463.1672015035551
2023,Florida Gators,1462.7495567340006
2023,North Texas,1462.7495462935076
2023,McNeese,1462.1621003257826
2023,Colgate,1462.0966168126786
2023,Southern Utah,1461.9641557542639
2023,Mercer,1461.960570655377
2023,Stony Brook,1461.8816941919365
2023,Prairie View A&M,1461.7393753161991
2023,Tarleton State,1461.7132095077707
2023,Central Connecticut,1461.3701704795117
2023,Charleston Southern,1459.949853246619
2023,Tennessee Tech,1459.561709667608
2023,UAlbany,1459.5021286639417
2023,Old Dominion Monarchs,1458.9738705636098
2023,Grambling,1458.9243605328443
2023,Old Dominion,1458.5603172056608
2023,Rice Owls,1457.046184770416
2023,Minnesota Golden Gophers,1456.451452461301
2023,Sacred Heart,1455.2435991201353
2023,Syracuse,1455.1929636453006
2023,Gardner-Webb,1454.7293363632498
2023,North Texas Mean Green,1453.6346914886021
2023,Cal Poly,1453.45512296749
2023,Abilene Christian,1450.459141046972
2023,Navy,1450.1017827861049
2023,Illinois,1450.0806947672934
2023,Utah State,1448.0222222422424
2023,Elon,1447.7054940399273
2023,Eastern Kentucky,1446.7632789503773
2023,Portland State,1445.427529828897
2023,Idaho State,1444.5962673912643
2023,Arkansas,1444.2376488897155
2023,Bethune-Cookman,1442.8708557560417
2023,Wagner,1440.7115228751788
2023,Nicholls,1440.6662932465215
2023,Georgia Southern Eagles,1440.568087242462
2023,Northwestern State,1440.4925821692216
2023,South Carolina State,1440.3119039123922
2023,Purdue Boilermakers,1440.2120182945005
2023,Long Island University,1440.046202125511
2023,SE Louisiana,1439.5817843550442
2023,Eastern Michigan,1437.6079717093367
2023,Mississippi State,1436.1466645069368
2023,Middle Tennessee,1435.5384973405637
2023,Murray State,1434.8255559849144
2023,Delaware State,1434.5131873425269
2023,BYU,1433.839217707273
2023,Colorado State,1433.7080735713623
2023,Arkansas Razorbacks,1430.5081534720223
2023,Utah State Aggies,1430.4795971033082
2023,Duquesne,1430.054182750651
2023,Marshall Thundering Herd,1429.9045707406647
2023,Colorado State Rams,1429.8695603235788
2023,Navy Midshipmen,1429.330183792298
2023,Wake Forest,1428.6631428432097
2023,UConn,1428.0161687828481
2023,Texas Southern,1426.4260608549469
2023,UConn Huskies,1426.330496944609
2023,Middle Tennessee Blue Raiders,1425.4458177225133
2023,Indiana State,1425.1918663670854
2023,Illinois Fighting Illini,1423.692773175014
2023,Michigan State,1423.0867201154767
2023,Western Michigan,1422.8360552427064
2023,Hawai'i,1421.966114727518
2023,Mississippi State Bulldogs,1421.407568132399
2023,Colorado,1420.049430575622
2023,Ball State,1419.7445857927466
2023,San Diego State,1418.9745197094132
2023,Arizona State,1418.7709331101955
2023,Eastern Michigan Eagles,1417.189028693848
2023,Central Michigan,1417.0764026970364
2023,Syracuse Orange,1416.1161377535777
2023,Florida Atlantic,1414.9101248367876
2023,Michigan State Spartans,1413.2305872407483
2023,BYU Cougars,1412.489773235684
2023,Stanford,1408.1967609042347
2023,Buffalo,1407.6198101111386
2023,UAB,1407.2568588835775
2023,Ball State Cardinals,1406.266565109794
2023,Pittsburgh,1401.4527730741493
2023,Hawai'i Rainbow Warriors,1401.1025487015447
2023,San Diego State Aztecs,1400.9451681202142
2023,Florida Atlantic Owls,1399.1693400003694
2023,Western Michigan Broncos,1398.7731962638475
2023,Virginia,1398.5127869516684
2023,Arizona State Sun Devils,1397.9065469622963
2023,NC State Wolfpack,1396.8107592682918
2023,Central Michigan Chippewas,1396.2074829084042
2023,Wake Forest Demon Deacons,1395.656065361331
2023,Houston,1394.7153357675124
2023,Indiana,1392.7751218591404
2023,Virginia Cavaliers,1391.6563084910356
2023,Colorado Buffaloes,1391.3367499472433
2023,Pittsburgh Panthers,1390.0039668894124
2023,Sam Houston,1389.1143427312386
2023,New Mexico,1388.6250379208532
2023,Southern Miss,1387.6044728674901
2023,Indiana Hoosiers,1385.9418319846955
2023,UAB Blazers,1385.5966563977438
2023,Cincinnati,1381.781506037499
2023,East Carolina,1380.3287749082363
2023,Tulsa,1379.9930907264447
2023,New Mexico Lobos,1376.2510750708473
2023,Sam Houston Bearkats,1374.4852910973614
2023,UTEP,1372.6571157482035
2023,Buffalo Bulls,1371.2217858033837
2023,Cincinnati Bearcats,1369.7683539974528
2023,Stanford Cardinal,1368.0596874841128
2023,East Carolina Pirates,1366.2226733692569
2023,Houston Cougars,1365.2750744920013
2023,Massachusetts,1364.7398482267188
2023,Tulsa Golden Hurricane,1364.3262737186617
2023,Louisiana Tech,1360.4817367981182
2023,Baylor,1360.0836755955902
2023,Massachusetts Minutemen,1359.4608631960066
2023,Southern Miss Golden Eagles,1357.6060543375945
2023,Nevada,1354.4763074271793
2023,UTEP Miners,1352.910506235607
2023,Baylor Bears,1350.693617840864
2023,Florida International,1350.480419802856
2023,Louisiana Tech Bulldogs,1350.3919703609045
2023,Charlotte,1345.4426808368532
2023,Temple,1343.8099459226623
2023,Akron,1334.5243324994472
2023,Vanderbilt,1327.443057931657
2023,Florida International Panthers,1325.8210312751132
2023,Temple Owls,1324.0513947194347
2023,UL Monroe,1323.5753839998465
2023,Charlotte 49ers,1319.200281021958
2023,Vanderbilt Commodores,1317.30872651496
2023,Akron Zips,1315.2442771548724
2023,Nevada Wolf Pack,1304.9204167363341
2023,UL Monroe Warhawks,1303.752213541171
2023,Kent State,1276.6461943851687
2023,Kent State Golden Flashes,1261.1208064062948
2024,Notre Dame,1813.0186514066258
2024,Ohio State,1795.0075954991153
2024,Notre Dame Fighting Irish,1758.7575225493365
2024,Penn State,1754.3327129268696
2024,Ohio State Buckeyes,1751.5262130067633
2024,Oregon,1750.0524568702372
2024,Texas,1737.658536201967
2024,Oregon Ducks,1723.8871217825144
2024,Penn State Nittany Lions,1717.5467034496091
2024,Ole Miss,1704.2595946262286
2024,Arizona State,1702.0586861636593
2024,Boise State,1694.9441625910683
2024,Texas Longhorns,1694.0727142819514
2024,Indiana,1688.0447598631781
2024,Georgia,1685.8622531915034
2024,Ohio,1678.321754949609
2024,Army,1675.2626476696998
2024,Indiana Hoosiers,1672.7422818719754
2024,Boise State Broncos,1672.0966572730872
2024,BYU,1671.569900187633
2024,SMU,1668.0439022138405
2024,Miami,1667.4100300090229
2024,Ole Miss Rebels,1664.9285555326362
2024,Marshall,1662.6157976585891
2024,Arizona State Sun Devils,1661.7077598791939
2024,Georgia Bulldogs,1661.3446050525572
2024,South Carolina,1660.661508887421
2024,Memphis,1657.8189050881701
2024,UNLV,1655.9424751034232
2024,BYU Cougars,1655.486746565959
2024,Ohio Bobcats,1652.8831085946963
2024,South Carolina Gamecocks,1651.2356153136457
2024,SMU Mustangs,1650.5436475003648
2024,Marshall Thundering Herd,1650.0666274070927
2024,Syracuse,1647.8126070859057
2024,Army Black Knights,1646.0746239714358
2024,Clemson,1645.4991904461078
2024,Navy,1642.4347590113096
2024,Syracuse Orange,1642.1793134450882
2024,Memphis Tigers,1640.9707481672513
2024,Jacksonville State,1640.227435089201
2024,Miami Hurricanes,1636.5000084556207
2024,UNLV Rebels,1635.7109781312995
2024,Miami (OH),1634.0403560470702
2024,Louisville,1632.2796889923363
2024,Illinois,1630.2756745216363
2024,Iowa State,1629.6056411156924
2024,Alabama,1628.4688314276575
2024,Tennessee Volunteers,1628.2143955768072
2024,TCU,1624.7973228229225
2024,LSU,1622.9377948771114
2024,Colorado,1621.0708275883067
2024,Tennessee,1620.8102452800267
2024,Clemson Tigers,1620.6902672599324
2024,Florida,1619.6215500448313
2024,Louisville Cardinals,1618.7516834337653
2024,Missouri,1618.006611574688
2024,Navy Midshipmen,1615.0336293913376
2024,TCU Horned Frogs,1608.172199545576
2024,Illinois Fighting Illini,1607.4734983120618
2024,Iowa,1607.1839749047629
2024,Jacksonville State Gamecocks,1606.501665891697
2024,Iowa State Cyclones,1606.4282090356123
2024,Alabama Crimson Tide,1604.2381097595855
2024,Sam Houston,1604.1178609813855
2024,James Madison,1602.306770670595
2024,Kansas State,1599.635175495491
2024,Baylor,1599.231923027336
2024,Missouri Tigers,1598.9211916195986
2024,LSU Tigers,1598.6420199133224
2024,Minnesota,1597.3870543039595
2024,Florida Gators,1594.4556449467814
2024,Iowa Hawkeyes,1592.5816828296872
2024,Michigan,1591.4002652928234
2024,Miami (OH) RedHawks,1590.1834459497372
2024,Tulane,1589.9734050624904
2024,Colorado Buffaloes,1587.523360850285
2024,Minnesota Golden Gophers,1586.1120742199162
2024,UConn,1585.9595301699762
2024,USC,1583.5210664088047
2024,UConn Huskies,1582.8782337137136
2024,Louisiana,1581.5509225444014
2024,Liberty,1578.819018356678
2024,Northern Illinois,1578.6640180631914
2024,Texas State,1578.0211914130205
2024,Kansas State Wildcats,1577.9242661672085
2024,James Madison Dukes,1575.1671089852425
2024,Duke,1575.0643111537336
2024,Baylor Bears,1574.6815558574356
2024,Sam Houston Bearkats,1571.661908480516
2024,UTSA,1570.5763034293736
2024,Liberty Flames,1567.8883130390802
2024,Duke Blue Devils,1566.5265521387423
2024,Buffalo,1565.5400927952862
2024,Tulane Green Wave,1564.9697505124232
2024,Michigan Wolverines,1560.1397297044127
2024,Texas A&M,1559.7242899874482
2024,UTSA Roadrunners,1559.4195391106678
2024,Virginia Tech,1558.925221022716
2024,Texas State Bobcats,1558.4069378346937
2024,Northern Illinois Huskies,1552.3794478445834
2024,USC Trojans,1551.673204672934
2024,Louisiana Ragin' Cajuns,1551.4034905248645
2024,Nebraska,1549.2797678484492
2024,Arkansas,1549.182670588726
2024,Washington State,1547.3504093588592
2024,California,1547.004527717925
2024,Texas Tech,1546.4611061620526
2024,Texas A&M Aggies,1545.5722862216785
2024,South Alabama,1545.2542534717631
2024,Georgia Southern,1541.1437708644783
2024,Boston College,1538.078911794763
2024,Buffalo Bulls,1537.6427825101098
2024,Vanderbilt,1534.0368709020734
2024,South Alabama Jaguars,1531.4270644297571
2024,Georgia Southern Eagles,1531.3022055157694
2024,Kansas,1530.7959020109788
2024,Bowling Green,1530.118760251989
2024,East Carolina Pirates,1529.8981063072313
2024,East Carolina,1529.027697119904
2024,Arkansas Razorbacks,1528.5533450063867
2024,Nebraska Cornhuskers,1528.0950704721417
2024,Rutgers,1526.4213028853858
2024,Kansas Jayhawks,1524.3032012908257
2024,Washington State Cougars,1523.6629462094782
2024,Washington,1523.4200474739337
2024,Boston College Eagles,1522.8170713453924
2024,Virginia Tech Hokies,1521.055253279102
2024,Colorado State,1520.684491056008
2024,Montana State,1519.9836110436681
2024,Vanderbilt Commodores,1517.4690556512737
2024,South Florida,1517.3724475513957
2024,Texas Tech Red Raiders,1517.2690627778436
2024,Monmouth,1516.0117454214087
2024,Western Kentucky,1513.8989102469002
2024,North Carolina,1513.6016153958897
2024,Georgia Tech,1513.5854518697788
2024,Bowling Green Falcons,1512.9084310466603
2024,Old Dominion,1512.3965808547598
2024,Arkansas State,1511.3550286924255
2024,Rutgers Scarlet Knights,1511.3011800476136
2024,Washington Huskies,1504.8424199365766
2024,Toledo,1503.7836907823755
2024,Colorado State Rams,1503.3941671348368
2024,Georgia Tech Yellow Jackets,1503.3081990582875
2024,California Golden Bears,1502.827566658866
2024,Western Kentucky Hilltoppers,1499.6857967211565
2024,Oklahoma,1499.4999261794742
2024,Auburn,1498.652051931577
2024,Oklahoma Sooners,1495.314440680481
2024,UT Martin,1494.718554175981
2024,Idaho,1494.344642482799
2024,Pittsburgh,1494.3226384063676
2024,San José State,1492.3933619351064
2024,Abilene Christian,1491.5343761024778
2024,Utah,1490.8130888568003
2024,South Florida Bulls,1489.266908103326
2024,Auburn Tigers,1487.8570824072258
2024,St. Francis (PA),1487.6995255101467
2024,Southern Utah,1487.6895062089118
2024,Central Arkansas,1487.4583349666336
2024,Toledo Rockets,1487.4409436537728
2024,Old Dominion Monarchs,1485.2441342365116
2024,Utah Utes,1484.4939597414398
2024,Arkansas State Red Wolves,1484.1609547338503
2024,North Dakota State,1483.7901330960713
2024,Lamar,1481.8870388331993
2024,Mercer,1481.251360414201
2024,Southeast Missouri State,1481.1875024499504
2024,Wofford,1481.028874576271
2024,The Citadel,1480.5485770344458
2024,Missouri State,1480.1219312255087
2024,Fresno State,1480.0846409163028
2024,Northern Arizona,1479.2161355304024
2024,Villanova,1477.8340642761345
2024,South Dakota,1477.716325654352
2024,William & Mary,1476.557102762003
2024,Stephen F. Austin,1476.5134317856678
2024,West Virginia,1476.4745206578984
2024,Lafayette,1476.4608003184471
2024,Gardner-Webb,1476.096548828545
2024,San José State Spartans,1475.5054499339778
2024,Cincinnati,1475.4040404125033
2024,Jackson State,1474.3682051043531
2024,North Texas,1474.2807062674108
2024,Morgan State,1473.739612257048
2024,Pittsburgh Panthers,1473.424010968701
2024,Towson,1473.3619580201848
2024,UC Davis,1473.3619580201848
2024,North Dakota,1473.3619580201848
2024,Holy Cross,1472.25365849038
2024,UCLA,1472.1235969913607
2024,Colgate,1472.0714056733934
2024,Richmond,1472.0356511999241
2024,Delaware State,1472.0356511999241
2024,North Carolina Central,1471.7356052004661
2024,Robert Morris,1471.6335005947267
2024,Idaho State,1471.248468062705
2024,Fordham,1470.8791556023602
2024,South Dakota State,1470.8791556023602
2024,Prairie View A&M,1470.5497157306156
2024,Air Force,1470.4161436271154
2024,Campbell,1470.0758529301127
2024,Youngstown State,1469.8763600017985
2024,Florida International,1469.6300876606858
2024,Southern Illinois,1469.5364148103251
2024,East Tennessee State,1469.5364148103251
2024,Bucknell,1469.5364148103251
2024,Grambling,1468.9330646827943
2024,East Texas A&M,1468.645837416584
2024,Weber State,1468.3674493293618
2024,Wisconsin,1468.3574199005313
2024,Long Island University,1468.2906796218338
2024,South Carolina State,1467.8285136670288
2024,Utah Tech,1467.6300223909973
2024,Lehigh,1467.5802661921423
2024,Northern Colorado,1467.4609317104157
2024,VMI,1467.3135320819508
2024,Howard,1467.0911255035016
2024,Norfolk State,1466.6270802511306
2024,NC State,1466.5865169977667
2024,Illinois State,1466.4036886796198
2024,North Alabama,1466.4036886796198
2024,Elon,1466.3837311439097
2024,Rhode Island,1466.1360935491364
2024,Stony Brook,1465.9728025320824
2024,Tarleton State,1465.9728025320824
2024,New Mexico,1465.844880071476
2024,Lindenwood,1465.3626680780437
2024,Furman,1465.2595671777144
2024,Cal Poly,1464.6372086276554
2024,Indiana State,1464.608323085677
2024,New Hampshire,1463.7460615177874
2024,UAlbany,1462.5628148244787
2024,Austin Peay,1462.5174786943992
2024,McNeese,1462.2769910508416
2024,Samford,1461.7050642957186
2024,Arkansas-Pine Bluff,1461.4359657936313
2024,Alabama A&M,1461.4359657936313
2024,West Virginia Mountaineers,1461.3987002948827
2024,Maine,1461.0642306685972
2024,Cincinnati Bearcats,1461.0326858728686
2024,Eastern Washington,1460.9015422123725
2024,Western Michigan,1459.8921499124772
2024,Texas Southern,1457.0155728606237
2024,App State,1456.8209871700622
2024,North Carolina Tar Heels,1456.4107990121188
2024,Troy,1455.6059569661002
2024,Air Force Falcons,1453.7430270600332
2024,Fresno State Bulldogs,1453.1796968945964
2024,North Texas Mean Green,1452.0313920429683
2024,Charleston Southern,1451.941360524194
2024,Louisiana Tech,1450.861750328369
2024,Nicholls,1450.722607502166
2024,Chattanooga,1449.657784186577
2024,Tennessee Tech,1449.291332489389
2024,Virginia,1448.8954641692876
2024,Sacramento State,1447.065169125331
2024,Western Michigan Broncos,1446.1995111449266
2024,Central Connecticut,1445.7570934631035
2024,Northern Iowa,1444.3587609561437
2024,UCLA Bruins,1443.9259662656966
2024,Wisconsin Badgers,1443.377590470035
2024,Coastal Carolina,1443.076933005819
2024,App State Mountaineers,1442.911385555107
2024,Utah State,1442.4071710772944
2024,Troy Trojans,1442.207913078917
2024,North Carolina A&T,1440.4034467429144
2024,Hawai'i Rainbow Warriors,1438.579601565414
2024,Duquesne,1438.1784783047322
2024,Eastern Illinois,1438.1624586592334
2024,Merrimack,1437.8837980505887
2024,Portland State,1437.7636242666497
2024,Alcorn State,1437.760527150937
2024,Virginia Cavaliers,1437.5789620213743
2024,Florida A&M,1436.2995822233152
2024,Western Illinois,1436.2331568847812
2024,Charlotte,1434.5450540062754
2024,Florida International Panthers,1434.4939169628958
2024,SE Louisiana,1434.361804582805
2024,Michigan State,1432.946747847332
2024,Bethune-Cookman,1432.690061955895
2024,Eastern Kentucky,1432.02093404485
2024,Hawai'i,1432.0171475406542
2024,Houston Christian,1431.8166395372973
2024,Oregon State,1429.5260406755917
2024,UCF,1428.7359401353922
2024,Akron,1428.3649360392287
2024,New Mexico Lobos,1425.3094444551566
2024,Northwestern State,1424.7313237192125
2024,Louisiana Tech Bulldogs,1424.6365447676492
2024,Murray State,1424.6005491099013
2024,Kentucky Wildcats,1424.4707406251443
2024,Houston,1422.6380819317512
2024,Kentucky,1422.12198940535
2024,Utah State Aggies,1422.1040499130906
2024,Rice,1421.9478588556012
2024,Wagner,1419.8735693781405
2024,Northwestern,1419.350964807761
2024,Coastal Carolina Chanticleers,1419.1342073492879
2024,Michigan State Spartans,1419.0301356615032
2024,Rice Owls,1418.1723644721903
2024,NC State Wolfpack,1416.6720005852796
2024,UAB,1416.6152340707654
2024,Eastern Michigan,1415.9977963408683
2024,Arizona,1415.8670686758728
2024,UCF Knights,1415.692523100031
2024,UTEP,1415.5836528807524
2024,Wyoming,1412.747401053886
2024,Akron Zips,1412.431843818006
2024,Maryland,1410.7851402644992
2024,Eastern Michigan Eagles,1410.1162142206103
2024,UL Monroe,1409.2909829714001
2024,Wake Forest Demon Deacons,1408.9815656146752
2024,Wake Forest,1408.85434542704
2024,Charlotte 49ers,1408.2897782835305
2024,Oregon State Beavers,1406.7172552922307
2024,Northwestern Wildcats,1398.276369134745
2024,Arizona Wildcats,1394.415293874524
2024,Maryland Terrapins,1393.182771859929
2024,UAB Blazers,1393.0682584853882
2024,UL Monroe Warhawks,1389.0725635324611
2024,Houston Cougars,1388.0142527876753
2024,Temple,1385.3270242428878
2024,Oklahoma State,1384.8045449955173
2024,Central Michigan,1384.036347311939
2024,Stanford,1381.3200008296674
2024,UTEP Miners,1377.5687553083521
2024,Ball State,1375.9305015186144
2024,Wyoming Cowboys,1374.2028095425296
2024,Central Michigan Chippewas,1373.4253364959357
2024,Florida Atlantic,1372.4149775166834
2024,Nevada,1372.3474575597675
2024,Mississippi State,1369.227132584082
2024,Florida State Seminoles,1368.623252158712
2024,Nevada Wolf Pack,1367.5305557190811
2024,Oklahoma State Cowboys,1364.3193203088533
2024,San Diego State,1363.168250553607
2024,Georgia State,1362.9867767335968
2024,Stanford Cardinal,1362.157034205944
2024,Florida Atlantic Owls,1362.1099099989801
2024,New Mexico State,1358.935705757966
2024,Ball State Cardinals,1357.7710630890463
2024,Florida State,1354.2095756596252
2024,Mississippi State Bulldogs,1350.5436263443514
2024,San Diego State Aztecs,1350.2557862815722
2024,Temple Owls,1347.848340091264
2024,New Mexico State Aggies,1343.7248565853215
2024,Georgia State Panthers,1341.9772557190702
2024,Massachusetts Minutemen,1331.7561975952983
2024,Middle Tennessee,1330.718535811555
2024,Kennesaw State,1320.3879787507085
2024,Massachusetts,1318.6369307786165
2024,Purdue,1311.569214991003
2024,Middle Tennessee Blue Raiders,1308.8743735041878
2024,Purdue Boilermakers,1299.265380030835
2024,Tulsa,1296.004748847466
2024,Kennesaw State Owls,1280.3376091328962
2024,Tulsa Golden Hurricane,1278.3371258145876
2024,Southern Miss,1277.021152986275
2024,Kent State,1274.1644190916656
2024,Southern Miss Golden Eagles,1258.5262955112014
2024,Kent State Golden Flashes,1229.5427888000158
