season,game_date,Team,opponent,Result,point_differential,Pre_Elo_Team,Pre_Elo_Opponent,Post_Elo_Team,Post_Elo_Opponent,Elo_Change,AP_rank,opponent_rank,rank_change
2021,2021-09-11,Florida Atlantic,Georgia Southern,W,32,1500.0,1500.0,1548.0,1452.0,48.0,,,
2021,2021-09-11,California,TCU,L,-2,1500.0,1500.0,1482.4222033813103,1517.5777966186897,-17.577796618689757,,,0.0
2021,2021-09-11,TCU,California,W,2,1500.0,1500.0,1517.5777966186897,1482.4222033813103,17.577796618689757,,,
2021,2021-09-11,Army,Western Kentucky,W,3,1500.0,1500.0,1522.1807097779183,1477.8192902220817,22.18070977791825,,,0.0
2021,2021-09-11,Western Kentucky,Army,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825,,,
2021,2021-09-11,Colorado State,Vanderbilt,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825,,,
2021,2021-09-11,Vanderbilt,Colorado State,W,3,1500.0,1500.0,1522.1807097779183,1477.8192902220817,22.18070977791825,,,
2021,2021-09-11,East Carolina,South Carolina,L,-3,1500.0,1500.0,1477.8192902220817,1522.1807097779183,-22.18070977791825,,,
2021,2021-09-11,South Carolina,East Carolina,W,3,1500.0,1500.0,1522.1807097779183,1477.8192902220817,22.18070977791825,,,
2021,2021-09-11,Eastern Michigan,Wisconsin,L,-27,1500.0,1500.0,1452.0,1548.0,-48.0,,17.0,
